Reputation,LuFid,EinheitlicheID,BundeslandID,Exz_gefoerdert_FJ,Profs,Mitarbeiter,Drittmitteleinnahmen,Grundmittel,DiplBaMa,StudierendeGesamt,Zitationen,Publikationen,Foerderphase,DM_DFG_Mittel,Ost,Nach1945,FoerderungPhase1
0,31,62,132,0,0,,0,,183.5,.18350001,1.9859999,.0625,2,24.54344017638709,West Germany (U),Founded before 1945 (U),0
0,32,62,132,0,13.2,22.6,.1443918983743933,3.280272492702722,155.60001,.3152,.43820003,.041200001,1,23.02440723562372,West Germany (U),Founded before 1945 (U),0
0,32,62,132,0,13,32.400002,.6267572997148707,2.73066946222615,209,.46000001,.67759997,.038200002,2,24.54344017638709,West Germany (U),Founded before 1945 (U),0
0,33,62,132,0,0,,2.572120152286801,.3857492503132418,21.333334,.021333333,0,0,1,23.02440723562372,West Germany (U),Founded before 1945 (U),0
0,33,62,132,0,0,13.2,1.522416801119664,.5527444294970576,0,.003,0,0,2,24.54344017638709,West Germany (U),Founded before 1945 (U),0
0,34,62,132,0,2,4.1999998,.0321985216511585,.5699842479306304,85.800003,.0858,.00080000004,.00020000001,1,23.02440723562372,West Germany (U),Founded before 1945 (U),0
0,34,62,132,0,1.8,1.6,.0051696349091385,.3942451649638123,70.599998,.070800006,.0026,.0012000001,2,24.54344017638709,West Germany (U),Founded before 1945 (U),0
1,35,62,132,0,6.8,49.599998,1.028058849376631,3.303603537897156,351,.35100001,.30879998,.0076000001,1,23.02440723562372,West Germany (U),Founded before 1945 (U),0
1,35,62,132,0,6.8,52,.9393945251877831,3.407552863344957,448.79999,.4488,.59640002,.012800001,2,24.54344017638709,West Germany (U),Founded before 1945 (U),0
0,36,62,132,0,8.800000000000001,12.2,.5222130833912297,2.030015742918708,301.39999,.33160001,.0070000002,.0048000002,1,23.02440723562372,West Germany (U),Founded before 1945 (U),0
0,36,62,132,0,5.8,11,.3265411618966568,1.609022199608862,260.20001,.3326,.022600001,.0078000003,2,24.54344017638709,West Germany (U),Founded before 1945 (U),0
0,37,62,132,0,19.2,113,6.141191068986521,8.198772172549868,313.39999,.33239999,4.1327996,.20019999,1,23.02440723562372,West Germany (U),Founded before 1945 (U),0
0,37,62,132,0,20.2,120.6,5.312355908350064,6.5896985095644,336,.37079999,7.2596002,.21419999,2,24.54344017638709,West Germany (U),Founded before 1945 (U),0
0,38,62,132,0,6.4,16.200001,.3957884492285192,1.430436606573652,470.60001,.50400001,.0266,.0040000002,1,23.02440723562372,West Germany (U),Founded before 1945 (U),0
0,38,62,132,0,6.4,15.4,.3479969364728826,1.308097172087054,353,.4138,.097800002,.0048000002,2,24.54344017638709,West Germany (U),Founded before 1945 (U),0
1,39,62,132,0,7.4,36.400002,.5785134223869525,3.026753511878485,583,.58420002,1.1932,.0506,1,23.02440723562372,West Germany (U),Founded before 1945 (U),0
0,39,62,132,1,9.800000000000001,37.599998,.6799544495572155,3.482044932324396,594.20001,.5966,2.3994,.0788,2,24.54344017638709,West Germany (U),Founded before 1945 (U),0
0,41,62,132,0,1,0,.8003756298359204,.3038274540120774,18.6,.0186,0,0,1,23.02440723562372,West Germany (U),Founded before 1945 (U),0
0,41,62,132,0,.3333333333333333,4.6666665,.0930324543477743,.1268484316864621,195.60001,.1956,0,0,2,24.54344017638709,West Germany (U),Founded before 1945 (U),0
0,42,62,132,0,21.8,55.400002,.2190486655561532,7.31187132986699,2338.3999,2.3383999,.0049999999,.00080000004,1,23.02440723562372,West Germany (U),Founded before 1945 (U),0
0,42,62,132,0,21,62,.4167951125629491,6.288977010789733,2095,2.095,.023,.001,2,24.54344017638709,West Germany (U),Founded before 1945 (U),0
0,43,62,132,0,0,4,0,,,0,0,0,2,24.54344017638709,West Germany (U),Founded before 1945 (U),0
0,44,62,132,0,4.8,13.8,.135117601813068,1.896801670061539,183.8,.42979997,.0174,.0078000003,1,23.02440723562372,West Germany (U),Founded before 1945 (U),0
0,44,62,132,0,5.4,12.4,.0993005668279276,1.754898935650116,131.8,.51359999,.046,.0068000001,2,24.54344017638709,West Germany (U),Founded before 1945 (U),0
0,45,62,132,0,2.8,4,.0215313276639275,.6424500445716725,91.800003,.1008,.0174,.0078000003,1,23.02440723562372,West Germany (U),Founded before 1945 (U),0
0,45,62,132,0,3,6.1999998,.1752872584689361,.7239641878832692,139.8,.1542,.046,.0068000001,2,24.54344017638709,West Germany (U),Founded before 1945 (U),0
0,46,62,132,0,0,4.6666665,0,,0,0,0,0,1,23.02440723562372,West Germany (U),Founded before 1945 (U),0
0,46,62,132,0,0,4,0,,0,0,0,0,2,24.54344017638709,West Germany (U),Founded before 1945 (U),0
0,47,62,132,0,0,,.1194925912786261,.6358522418987556,,0,.0016000001,0,1,23.02440723562372,West Germany (U),Founded before 1945 (U),0
0,47,62,132,0,3,10.25,.1637859369907889,.4794067752091717,,0,.0016000001,.00020000001,2,24.54344017638709,West Germany (U),Founded before 1945 (U),0
0,48,62,132,0,3.4,8.1999998,.2992485860149869,.9703576075005232,351,.35100001,.0132,.0012000001,1,23.02440723562372,West Germany (U),Founded before 1945 (U),0
0,48,62,132,0,3.6,8,.3622950532970345,.7840136761103947,368.39999,.36840001,.028999999,.0044,2,24.54344017638709,West Germany (U),Founded before 1945 (U),0
0,49,62,132,0,3.2,20,.2008676512995889,2.45313558000869,258.20001,.4122,.0026,0,1,23.02440723562372,West Germany (U),Founded before 1945 (U),0
0,49,62,132,0,4,23.4,.429462681801304,2.454008206896061,128.2,.2712,.0058000004,0,2,24.54344017638709,West Germany (U),Founded before 1945 (U),0
0,50,62,132,0,2,9.6000004,2.375990612146058,2.762750579568488,9,.0089999996,0,0,1,23.02440723562372,West Germany (U),Founded before 1945 (U),0
0,50,62,132,0,2.2,33.400002,1.511861586825684,2.452920259032947,9.3999996,.0093999999,0,0,2,24.54344017638709,West Germany (U),Founded before 1945 (U),0
0,56,62,132,0,14.8,41.200001,.2465471593991116,5.811789266885802,1840,1.84,.047400001,.0088,1,23.02440723562372,West Germany (U),Founded before 1945 (U),0
0,56,62,132,0,18.6,47.799999,.5899832555585167,5.245886103591042,1309.6,1.3096,.16360001,.019399999,2,24.54344017638709,West Germany (U),Founded before 1945 (U),0
0,3,63,135,0,7.2,11.4,.0466295201183971,.079353444719458,,0,0,.0014,1,.6303147165226128,East Germany (U),Founded after 1945 (U),0
0,3,63,135,0,8.199999999999999,22.200001,0,,37,.037,0,.00080000004,2,.7832106571369895,East Germany (U),Founded after 1945 (U),0
0,10,63,135,0,0,,0,,25,.025,.001,0,1,.6303147165226128,East Germany (U),Founded after 1945 (U),0
0,20,63,135,0,1,1.8,0,,,0,.003,.00060000003,1,.6303147165226128,East Germany (U),Founded after 1945 (U),0
0,20,63,135,0,1,1,0,,,0,.0040000002,0,2,.7832106571369895,East Germany (U),Founded after 1945 (U),0
0,22,63,135,0,0,,0,,24,.024,0,.001,2,.7832106571369895,East Germany (U),Founded after 1945 (U),0
0,23,63,135,0,5,7,.0114416475947595,0,,0,.001,.00040000002,1,.6303147165226128,East Germany (U),Founded after 1945 (U),0
0,23,63,135,0,5,7.8000002,0,,,0,.0016000001,.001,2,.7832106571369895,East Germany (U),Founded after 1945 (U),0
0,25,63,135,0,0,,0,,17.6,.0176,.0018,.00060000003,1,.6303147165226128,East Germany (U),Founded after 1945 (U),0
0,25,63,135,0,0,,0,,45.200001,.045200001,.0032000002,.00020000001,2,.7832106571369895,East Germany (U),Founded after 1945 (U),0
0,28,63,135,0,0,,.6750077031516248,.3056557695529788,66.199997,.066199996,.00060000003,0,1,.6303147165226128,East Germany (U),Founded after 1945 (U),0
0,28,63,135,0,0,,0,.0491325497744804,55.799999,.055799998,.0014,.00020000001,2,.7832106571369895,East Germany (U),Founded after 1945 (U),0
0,29,63,135,0,1,0,0,,,0,0,0,1,.6303147165226128,East Germany (U),Founded after 1945 (U),0
0,29,63,135,0,1.2,.60000002,0,,,0,0,0,2,.7832106571369895,East Germany (U),Founded after 1945 (U),0
0,36,63,135,0,1,2.5999999,0,,,0,.00020000001,.00020000001,1,.6303147165226128,East Germany (U),Founded after 1945 (U),0
0,36,63,135,0,1,1.6,0,,,0,0,.00020000001,2,.7832106571369895,East Germany (U),Founded after 1945 (U),0
0,38,63,135,0,1,2.5999999,0,,,0,.0040000002,.0049999999,1,.6303147165226128,East Germany (U),Founded after 1945 (U),0
0,38,63,135,0,2.8,5.8000002,0,,26.666666,.026666665,.0174,.0026,2,.7832106571369895,East Germany (U),Founded after 1945 (U),0
0,41,63,135,0,1,0,0,,268,.26800001,0,0,1,.6303147165226128,East Germany (U),Founded after 1945 (U),0
0,41,63,135,0,0,.80000001,0,.4342829891674147,,0,0,0,2,.7832106571369895,East Germany (U),Founded after 1945 (U),0
0,42,63,135,0,18.4,39.200001,.7583870092649589,3.440383943995932,1496.8,1.4968001,0,.00020000001,1,.6303147165226128,East Germany (U),Founded after 1945 (U),0
0,42,63,135,0,19.2,45.799999,.2128861430265681,3.741927775589776,1764.8,1.7648001,.001,0,2,.7832106571369895,East Germany (U),Founded after 1945 (U),0
0,43,63,135,0,0,,0,,4.6666665,.0046666665,0,0,1,.6303147165226128,East Germany (U),Founded after 1945 (U),0
0,48,63,135,0,2,2.5999999,0,,,0,.0040000002,.0016000001,1,.6303147165226128,East Germany (U),Founded after 1945 (U),0
0,48,63,135,0,3.8,7.4000001,0,,,0,.011,.0016000001,2,.7832106571369895,East Germany (U),Founded after 1945 (U),0
0,49,63,135,0,0,,0,.0308924485058506,,0,0,0,1,.6303147165226128,East Germany (U),Founded after 1945 (U),0
0,50,63,135,0,2.6,13.2,.8737329038535323,4.976611009860672,1401.6,1.4016,0,0,1,.6303147165226128,East Germany (U),Founded after 1945 (U),0
0,50,63,135,0,6.6,11.2,1.756797416813588,3.810425525657637,2041.8,2.0418,0,0,2,.7832106571369895,East Germany (U),Founded after 1945 (U),0
0,56,63,135,0,16.4,45.599998,1.634684533105095,4.03038175362854,1358,1.358,.022,.0055999998,1,.6303147165226128,East Germany (U),Founded after 1945 (U),0
0,56,63,135,0,16.2,52.200001,.5276143782295738,3.809729900861782,1563,1.563,.073399998,.0098000001,2,.7832106571369895,East Germany (U),Founded after 1945 (U),0
0,3,64,134,1,4.4,39.200001,.6375885727586487,.9793923329936546,622,.62199998,.003,.0032000002,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,3,64,134,1,9.199999999999999,27.4,4.162719379545359,.1671169566391377,508.20001,.50819999,.0026,.0078000003,2,52.22010824128453,East Germany (U),Founded after 1945 (U),1
0,4,64,134,1,5.2,11.6,.180679035449649,1.249202979246333,129.8,.1832,.0012000001,.00080000004,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,4,64,134,1,5.6,17.799999,.5285618671158027,1.159081386912438,77.800003,.1806,.0018,.00060000003,2,52.22010824128453,East Germany (U),Founded after 1945 (U),1
1,5,64,134,1,10.8,16,.0651570574582938,1.973182033783851,1118,1.482,.0134,.0044,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
1,5,64,134,1,11,13.6,.3654122321297991,1.322871356893151,804.40002,1.0502,.0296,.0078000003,2,52.22010824128453,East Germany (U),Founded after 1945 (U),1
0,7,64,134,1,23,66,.6693864899983594,3.129737978687082,1722,1.722,.0134,.0044,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,7,64,134,1,23,59.599998,2.013747931562978,3.906282741565394,1720.4,1.7204,.0296,.0078000003,2,52.22010824128453,East Germany (U),Founded after 1945 (U),1
0,10,64,134,0,8,19.4,.3444842588871498,2.232960631631228,1727,1.727,.010600001,.0014,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,10,64,134,0,2,3.5,.7597060248422794,1.471212195836553,1053,1.053,.0198,.0022,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,12,64,134,0,26,135.2,4.575921615588959,10.27395997853281,897.59998,1.1911999,7.5327997,.2368,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,12,64,134,1,26.8,125.8,4.11167135199813,8.830062057174988,702.79999,.99940002,9.5334005,.213,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,13,64,134,0,20.8,140.2,4.239927048156703,8.926774207741206,825.79999,.90380001,4.3913999,.1506,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,13,64,134,1,24,192.2,7.934093962259964,10.84688669347411,782.79999,.90279996,8.2874002,.2112,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,14,64,134,0,6,23,1.179359722781836,1.784845305759911,693.59998,.6936,.00060000003,.00020000001,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,14,64,134,0,12.4,44,3.278925468837206,2.204501643912544,648,.648,.00040000002,.0016000001,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,17,64,134,0,23.4,77.800003,2.779047352260938,4.747457555689334,860.40002,.95140004,.0154,.0027999999,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
1,17,64,134,0,17.8,88.800003,4.172288140835902,6.232822897114383,702.79999,1.0014,.055199999,.0088,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,18,64,134,0,.8,1,0,.1808492520958385,61.400002,.061799999,.0012000001,.00020000001,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,18,64,134,0,1.333333333333333,1.6666666,.0086206896540887,.3269404672244974,11,.011,.0014,0,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,20,64,134,0,7.6,30.799999,.5675698877448451,2.513357654516316,488.79999,.75279999,.020399999,.0016000001,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,20,64,134,0,8.6,30.799999,.8905410841921199,2.266868227757836,528,.5808,.074599996,.0064000003,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,21,64,134,0,21.6,134.39999,4.117882386258401,7.389049960654536,668.20001,.66820002,1.0476,.069400005,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,21,64,134,0,24.2,127.4,5.047228717662399,7.247020203805744,712,.71200001,2.5486002,.1054,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,22,64,134,0,17.6,43.799999,.2025860372220281,4.399075763087613,1591.8,2.4008,.0134,.0044,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,22,64,134,0,15.8,40.400002,1.512794385544201,3.607634063073319,782,1.1366,.0296,.0078000003,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
1,23,64,134,1,19,41.799999,.9668965322989025,4.668482099404367,1184.2,1.4246,.0196,.0061999997,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,23,64,134,1,32,89,5.979343264955228,5.244736405128868,927.79999,1.1652,.032000002,.0096000005,2,52.22010824128453,East Germany (U),Founded after 1945 (U),1
0,25,64,134,0,10.4,39.200001,1.261608182043427,2.268511405412902,1004,1.0532,.20999999,.0126,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,25,64,134,1,15.8,71.199997,3.567820970173119,2.613159355518218,1363.8,1.408,.237,.019399999,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,27,64,134,0,2,2.4000001,0,.3444779985758663,58.799999,.069800004,.0012000001,.00020000001,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,27,64,134,0,2,2.8,.0319547232264322,.2714517080450637,11,.0118,.0014,0,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,28,64,134,0,0,0,.3086580412040066,1.029462411075744,523.79999,.52380002,.0035999999,.0012000001,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,28,64,134,0,3.8,12.2,.4262687790721316,1.03831527170554,377,.377,.0076000001,.0026,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,29,64,134,0,6.2,25.4,1.250879120659837,1.827035936788899,843.59998,.84359998,0,0,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,29,64,134,0,11,46.799999,1.902634214331609,1.520234445279398,766.79999,.76679999,.00080000004,.00080000004,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,32,64,134,0,23,42,.5175174672392456,3.129052832706274,504.60001,.67019999,.2904,.025799999,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,32,64,134,1,20.4,78.800003,3.781123797049505,4.806155254237409,560.79999,.76359999,.537,.0308,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,33,64,134,0,0,.75,9.625770764144656,5.725122528321859,22,.022,0,0,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,33,64,134,0,0,2,.0973319131606712,.2210060075919796,,0,0,0,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,34,64,134,0,2.8,5,.0748603727207117,.6658340454702566,367.20001,.36720002,.00060000003,0,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,34,64,134,0,3,5.1999998,.0624562276110825,.5935880133562607,74.199997,.074199997,.0020000001,.0016000001,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
1,35,64,134,0,10.2,69.599998,1.244047234924721,5.13487942000952,995.20001,.99520004,.34239998,.0080000004,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,35,64,134,0,8.4,51.799999,.9509152142739112,4.69283705963628,683.59998,.68359995,.37920001,.0058000004,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,36,64,134,0,8,20.799999,.681530256675299,1.221987744974546,826.59998,.82659996,.0089999996,.0058000004,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,36,64,134,0,9.4,26.6,1.164930720935229,1.261239969893181,529,.52899998,.0136,.0041999999,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,37,64,134,0,28,139.39999,5.181858943035431,7.481921012103075,432.20001,.45320001,5.0452003,.2454,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,37,64,134,1,23.4,140.60001,6.906808326331802,7.03470992195784,573.40002,.61019999,7.7976003,.23100001,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,38,64,134,0,22.2,77.599998,1.668854190984428,5.439898411900042,2002.6,2.0026,.047400001,.0126,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,38,64,134,0,24.8,65.800003,3.863113596623022,5.835491317309873,1644.2,1.6442,.1446,.0242,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,39,64,134,1,16.2,54.799999,.533448340373875,3.350988281103643,1398.8,1.3988,.67180002,.033199999,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,39,64,134,0,15.8,80,1.893941884220735,3.609291273033087,989,.98900002,1.1210001,.0418,2,52.22010824128453,East Germany (U),Founded after 1945 (U),1
0,40,64,134,0,0,,0,,44.333332,.044333331,.0086666672,.0013333333,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,40,64,134,0,0,,0,,64,.064000003,.014,0,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,41,64,134,0,0,1.4,2.228144107293816,2.015664433938126,11,.011,0,0,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,41,64,134,0,7.2,39.799999,0,.0256261785669116,653.59998,.65359998,0,0,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,42,64,134,0,22.4,80.599998,.1593003600688402,6.875672180293606,3318.3999,3.3183999,.010199999,.0012000001,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,42,64,134,0,21.4,95.400002,.4191601657502299,5.706779020280485,2349.8,2.3498001,.015800001,.0014,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,43,64,134,0,11.6,32.799999,.9658349975167214,5.198704031989589,483.79999,.48379999,0,0,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,43,64,134,0,10,48.400002,2.755046582308109,4.289247826026379,410.20001,.4102,0,0,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,44,64,134,0,10.8,30.4,.3020719853706704,2.745068850719414,532.59998,.69659996,.0134,.0044,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,44,64,134,0,8.4,22.6,.605666437418901,1.927127763127809,431.60001,.63159996,.0296,.0078000003,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,45,64,134,0,.5,1,0,.1414709207431616,52.5,.056249999,.0125,.0047499998,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,45,64,134,0,0,0,0,,3.4000001,.0034,.0296,.0078000003,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,46,64,134,0,.8,1.2,0,.1811474960836232,.80000001,.0096000005,0,0,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,46,64,134,0,1.5,.5,0,,0,.0017500001,0,0,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,47,64,134,0,.8,2.8,0,,399,.39899999,.0034,.00020000001,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,47,64,134,0,2,6.5,0,,87,.086999997,.0078000003,0,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,48,64,134,1,8.6,21.200001,.0900100608593436,2.31939542646792,875.59998,1.125,.051400002,.0035999999,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,48,64,134,0,9.800000000000001,16.200001,.2264105229673381,1.359113039453194,198.2,.565,.092800006,.014,2,52.22010824128453,East Germany (U),Founded after 1945 (U),1
0,49,64,134,0,0,4,.0922089628781662,1.08608902480347,34.599998,.155,.0018,0,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,49,64,134,0,0,3.5,0,,4,.0126,.0078000003,.00020000001,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,50,64,134,0,0,3.4000001,3.959629045074037,7.051244788370957,38.5,.0385,0,0,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,50,64,134,0,1.8,18.4,.3970837818134245,2.120728053041335,76,.075999998,0,0,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,52,64,134,0,0,0,0,,,0,0,0,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,56,64,134,0,28.8,80.400002,.6173086945298381,7.62844219255523,2865.8,2.8782001,.1098,.0146,1,26.31207442120727,East Germany (U),Founded after 1945 (U),0
0,56,64,134,0,32,86.800003,2.117289371591575,6.222776121673813,2163,2.1630001,.384,.033799998,2,52.22010824128453,East Germany (U),Founded after 1945 (U),0
0,3,65,133,0,2.6,3.4000001,.0016483516478657,.9229666765747778,67.800003,.0678,.00080000004,.00020000001,1,28.54978135723075,West Germany (U),Founded before 1945 (U),0
0,3,65,133,0,2,5,.0058620501527444,.478246377630723,54.799999,.0548,.00020000001,.00060000003,2,37.09049676904892,West Germany (U),Founded before 1945 (U),0
0,4,65,133,0,4.4,4,.0383262563937283,.721416552931136,7,.0296,0,.00020000001,1,28.54978135723075,West Germany (U),Founded before 1945 (U),0
0,4,65,133,0,3.2,5.8000002,.0202761904406431,.65942214154603,7.5999999,.082599998,0,.00020000001,2,37.09049676904892,West Germany (U),Founded before 1945 (U),0
0,5,65,133,0,8.4,17,.4591462377745152,1.73705060057238,315,1.0374,.0016000001,.0022,1,28.54978135723075,West Germany (U),Founded before 1945 (U),0
0,5,65,133,0,7.8,20.200001,.2802878179232683,1.962659013417969,222.8,1.2814,.0046000001,.0035999999,2,37.09049676904892,West Germany (U),Founded before 1945 (U),0
0,7,65,133,0,8.199999999999999,10.8,.2191391234804018,1.203795576311036,132.60001,.13260001,.0016000001,.0022,1,28.54978135723075,West Germany (U),Founded before 1945 (U),0
0,7,65,133,0,8.6,10.6,.8159820769672566,1.010776686472555,220.2,.221,.0046000001,.0035999999,2,37.09049676904892,West Germany (U),Founded before 1945 (U),0
0,10,65,133,0,1.4,1.8,0,.2096252061334239,119.2,.1192,.0055999998,.00080000004,1,28.54978135723075,West Germany (U),Founded before 1945 (U),0
0,10,65,133,0,2.4,3.5999999,.0925942109948412,.316920532132029,243,.243,.015600001,.00020000001,2,37.09049676904892,West Germany (U),Founded before 1945 (U),0
0,11,65,133,0,1.2,1,0,,,0,0,0,1,28.54978135723075,West Germany (U),Founded before 1945 (U),0
0,11,65,133,0,.6666666666666666,1.3333334,0,.0013356997969923,,0,0,0,2,37.09049676904892,West Germany (U),Founded before 1945 (U),0
0,12,65,133,1,16.2,85,3.677798391346579,7.984732931205141,612.59998,.84940004,4.8806,.1584,1,28.54978135723075,West Germany (U),Founded before 1945 (U),0
0,12,65,133,1,15.6,126.2,5.530100481396198,7.07496480874414,596.59998,.87620002,8.0846004,.1948,2,37.09049676904892,West Germany (U),Founded before 1945 (U),1
0,13,65,133,1,22,140.60001,4.236394292092457,8.455067661316212,416,.46900001,5.4903998,.16860001,1,28.54978135723075,West Germany (U),Founded before 1945 (U),0
0,13,65,133,1,23.2,183.60001,4.067987428036798,8.651966669414065,615.79999,.73100001,11.1344,.25299999,2,37.09049676904892,West Germany (U),Founded before 1945 (U),1
0,14,65,133,0,2,2.8,0,,445.20001,.44520003,.00040000002,0,1,28.54978135723075,West Germany (U),Founded before 1945 (U),0
0,14,65,133,0,2.4,5,.032806819635331,.3654298455128886,505.20001,.50520003,0,.00020000001,2,37.09049676904892,West Germany (U),Founded before 1945 (U),0
0,15,65,133,0,19.4,131.60001,4.175828172678597,9.527245044954663,620.59998,.62620002,.31400001,.0262,1,28.54978135723075,West Germany (U),Founded before 1945 (U),0
0,15,65,133,0,24.4,192.60001,9.157968685788441,7.848726622035572,819.79999,.829,.72399998,.044400003,2,37.09049676904892,West Germany (U),Founded before 1945 (U),0
0,17,65,133,0,7.4,19.799999,1.031167318234695,6.961874634587645,291.60001,.30879998,.017000001,.0041999999,1,28.54978135723075,West Germany (U),Founded before 1945 (U),0
0,17,65,133,0,11.2,35.799999,.4873552143151246,1.608822515817729,364.79999,.39720002,.058200002,.0032000002,2,37.09049676904892,West Germany (U),Founded before 1945 (U),0
0,18,65,133,0,15.4,25.799999,.3260664342448072,3.325509267830388,135.60001,.2174,.00040000002,.00080000004,1,28.54978135723075,West Germany (U),Founded before 1945 (U),0
0,18,65,133,0,14.4,29.6,.5496783616226221,2.822708888517861,144.8,.2588,.00040000002,.0016000001,2,37.09049676904892,West Germany (U),Founded before 1945 (U),0
0,20,65,133,0,8.800000000000001,14,.2283332251386604,1.683546562002695,210.39999,.42460001,.0024000001,.00020000001,1,28.54978135723075,West Germany (U),Founded before 1945 (U),0
0,20,65,133,0,8.6,25.4,.4128051595745677,1.846841505842002,298.20001,.62120003,.015600001,.003,2,37.09049676904892,West Germany (U),Founded before 1945 (U),0
0,21,65,133,0,9.4,28.799999,.9799918286509501,2.698968642648231,141,.141,.29860002,.0288,1,28.54978135723075,West Germany (U),Founded before 1945 (U),0
0,21,65,133,0,11.6,37.799999,1.488866928946526,2.630997753646544,224.60001,.2246,1.0184001,.056599997,2,37.09049676904892,West Germany (U),Founded before 1945 (U),0
0,22,65,133,0,13.6,24.200001,.4787588148553709,2.82357031066753,356.60001,1.3216,.0016000001,.0022,1,28.54978135723075,West Germany (U),Founded before 1945 (U),0
0,22,65,133,0,13.4,23.799999,.3682727019426461,2.838649679325179,323.20001,1.8184,.0046000001,.0035999999,2,37.09049676904892,West Germany (U),Founded before 1945 (U),0
0,23,65,133,0,16.8,24.200001,.3819111457480614,2.66035633413602,247.2,.3362,.0080000004,.0018,1,28.54978135723075,West Germany (U),Founded before 1945 (U),0
0,23,65,133,0,14.2,23.6,.4746473054839768,2.484422566251976,251.39999,.36579999,.012,.0016000001,2,37.09049676904892,West Germany (U),Founded before 1945 (U),0
0,25,65,133,0,17.4,107.2,3.544291804484211,8.578780226456875,1372.8,1.4002,.2656,.011,1,28.54978135723075,West Germany (U),Founded before 1945 (U),0
0,25,65,133,0,18.6,134.2,4.757622517038431,7.047369785849342,851.79999,.903,.27920002,.017000001,2,37.09049676904892,West Germany (U),Founded before 1945 (U),0
