Jahr,Profs,Drittmitteleinnahmen,Grundmittel,THDummy,Mitarbeiter,DiplBaMa,ExzDreiFLDummy_U,ExzGefoerdertDummy_U,StudierendeGesamt,Zitationen,Publikationen,Exz_EC1_FJ,Exz_EC2_FJ,Exz_GS1_FJ,Exz_GS2_FJ,Exz_gefoerdert_FJ,Linien_UJ,Reputation,InstIDFinanzen,DM_DFG_Mittel,LuFid,EinheitlicheID,Fachgruppe,BundeslandID
1992,9,44.63182444218452,1798.319203293547,0,7,261,nicht gefördert,nicht gefördert,1002,0,0,0,0,0,0,0,,0,10,299.4796038049689,22,107,131,138
1992,11,17.16608632391704,302.8097627538971,0,7,240,nicht gefördert,nicht gefördert,440,0,0,0,0,0,0,0,,0,10,299.4796038049689,29,107,127,138
1992,8,23.34587740052725,436.7052360804511,0,2,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,299.4796038049689,42,107,129,138
1992,,,,,,,,,,,,0,0,0,0,0,,0,10,299.4796038049689,46,107,,
1992,1,0,459.364470028022,0,16,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,299.4796038049689,1,107,125,138
1992,,0,830.8385780775883,0,,,nicht gefördert,nicht gefördert,,5,2,0,0,0,0,0,,0,10,299.4796038049689,16,107,125,138
1992,2,20.59930358870048,968.1672686689251,0,3,0,nicht gefördert,nicht gefördert,199,0,0,0,0,0,0,0,,0,10,299.4796038049689,34,107,127,138
1992,7,42.5718940833144,1277.156822499434,0,11,0,nicht gefördert,nicht gefördert,0,2,0,0,0,0,0,0,,0,10,299.4796038049689,39,107,131,138
1992,18,41.19860717740109,3049.383574580627,0,19,126,nicht gefördert,nicht gefördert,378,6,3,0,0,0,0,0,,0,10,299.4796038049689,32,107,128,138
1992,10,63.17119767201502,1519.541961393139,0,5,153,nicht gefördert,nicht gefördert,153,1,0,0,0,0,0,0,,0,10,299.4796038049689,38,107,129,138
1992,,,,,,,,,,,,0,0,0,0,0,,0,10,299.4796038049689,21,107,,
1992,11,1782.52640387555,1671.290164496564,0,13,150,nicht gefördert,nicht gefördert,398,0,0,0,0,0,0,0,,0,10,299.4796038049689,17,107,131,138
1992,,,,,,,,,,,,0,0,0,0,0,,0,10,299.4796038049689,28,107,,
1992,3,122.9091780792466,528.715458776647,0,3,0,nicht gefördert,nicht gefördert,54,0,0,0,0,0,0,0,,0,10,299.4796038049689,18,107,131,138
1992,10,305.5563365657245,3279.409131321128,0,28,188,nicht gefördert,nicht gefördert,440,42,9,0,0,0,0,0,,0,10,299.4796038049689,12,107,128,138
1992,0,0,1136.394914643313,0,1,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,299.4796038049689,14,107,127,138
1992,0,140.075264403163,862.4241769135965,0,0,48,nicht gefördert,nicht gefördert,86,0,0,0,0,0,0,0,,0,10,299.4796038049689,23,107,131,138
1992,,,,,,,,,,,,0,0,0,0,0,,0,10,299.4796038049689,55,107,,
1992,,0,4.119860717740099,0,,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,299.4796038049689,33,107,128,138
1992,18,408.5528545092275,5527.479796301317,0,43,1276,nicht gefördert,nicht gefördert,1312,1,2,0,0,0,0,0,,0,10,299.4796038049689,15,107,126,138
1992,1,138.7019774972502,11.67293870026282,0,8,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,299.4796038049689,53,107,129,138
1992,9,847.3180209485485,2845.450469052495,0,39,123,nicht gefördert,nicht gefördert,141,120,22,0,0,0,0,0,,0,10,299.4796038049689,37,107,128,138
1992,3,172.3475066921268,370.7874645966099,0,2,0,nicht gefördert,nicht gefördert,25,0,0,0,0,0,0,0,,0,10,299.4796038049689,27,107,131,138
1992,4,85.83043161958561,1088.329872936346,0,5,0,nicht gefördert,nicht gefördert,154,0,0,0,0,0,0,0,,0,10,299.4796038049689,49,107,130,138
1992,4,35.01881610079088,301.4364758479847,0,2,63,nicht gefördert,nicht gefördert,65,0,0,0,0,0,0,0,,0,10,299.4796038049689,36,107,131,138
1992,15,293.8833978654605,1590.266237047675,0,14,140,nicht gefördert,nicht gefördert,188,0,2,0,0,0,0,0,,0,10,299.4796038049689,48,107,129,138
1992,0,,,0,0,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,299.4796038049689,3,107,131,138
1992,16,360.4878128022586,4797.577805808357,0,34,1006,nicht gefördert,nicht gefördert,1006,0,0,0,0,0,0,0,,0,10,299.4796038049689,8,107,126,138
1992,0,,,0,0,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,299.4796038049689,7,107,131,138
1992,18,371.4741080495663,2647.69715460097,0,23,1650,nicht gefördert,nicht gefördert,1650,0,0,0,0,0,0,0,,0,10,299.4796038049689,6,107,126,138
1992,3,19.22601668278715,326.1556401544246,0,0,0,nicht gefördert,nicht gefördert,25,0,0,0,0,0,0,0,,0,10,299.4796038049689,20,107,128,138
1992,0,,,0,0,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,299.4796038049689,51,107,126,138
1992,27,227.9656263816187,5951.138806775584,0,21,980,nicht gefördert,nicht gefördert,980,5,7,0,0,0,0,0,,0,10,299.4796038049689,2,107,125,138
1992,4,135.2687602324669,677.7170880682479,0,5,0,nicht gefördert,nicht gefördert,0,2,4,0,0,0,0,0,,0,10,299.4796038049689,25,107,128,138
1992,0,,,0,1,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,299.4796038049689,52,107,126,138
1992,8,52.87154587766472,2596.885539082174,0,5,0,nicht gefördert,nicht gefördert,0,0,0,0,0,0,0,0,,0,10,299.4796038049689,11,107,127,138
1992,6,574.0339266717879,2406.68530261318,0,17,102,nicht gefördert,nicht gefördert,102,0,0,0,0,0,0,0,,0,10,299.4796038049689,40,107,126,138
1992,1,51.49825897175126,352.2480913667786,0,19,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,299.4796038049689,30,107,125,138
1992,27,580.2137177483979,4933.533209493778,0,49,2742,nicht gefördert,nicht gefördert,2769,5,1,0,0,0,0,0,,0,10,299.4796038049689,56,107,129,138
1992,13,124.9691084381166,1498.942657804434,0,3,142,nicht gefördert,nicht gefördert,142,0,0,0,0,0,0,0,,0,10,299.4796038049689,24,107,127,138
1992,0,,,0,1,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,299.4796038049689,9,107,126,138
1992,,0,15.10615596504706,0,,,nicht gefördert,nicht gefördert,,3,1,0,0,0,0,0,,0,10,299.4796038049689,19,107,125,138
1992,2,0,10.29965179435026,0,4,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,299.4796038049689,41,107,129,138
1992,,,,,,,,,,,,0,0,0,0,0,,0,10,299.4796038049689,35,107,,
1992,22,1056.744274100338,6978.357412398789,0,54,1770,nicht gefördert,nicht gefördert,1833,36,9,0,0,0,0,0,,0,10,299.4796038049689,31,107,126,138
1992,5,0,1242.138006398643,0,5,164,nicht gefördert,nicht gefördert,199,0,0,0,0,0,0,0,,0,10,299.4796038049689,44,107,131,138
1992,23,264.3577293883236,4266.802416672836,0,16,1795,nicht gefördert,nicht gefördert,1795,0,0,0,0,0,0,0,,0,10,299.4796038049689,47,107,129,138
1992,7,0,2156.747085736941,0,25,163,nicht gefördert,nicht gefördert,207,28,4,0,0,0,0,0,,0,10,299.4796038049689,13,107,128,138
1992,6,0,1647.944287096038,0,6,250,nicht gefördert,nicht gefördert,383,0,0,0,0,0,0,0,,0,10,299.4796038049689,5,107,131,138
1992,,,,,,,,,,,,0,0,0,0,0,,0,10,299.4796038049689,50,107,,
1992,2,,,0,0,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,299.4796038049689,26,107,126,138
1992,,,,,,,,,,,,0,0,0,0,0,,0,10,299.4796038049689,10,107,,
1993,27,555.5862969808054,6257.970235324372,0,21,893,nicht gefördert,nicht gefördert,893,13,5,0,0,0,0,0,,0,10,2899.415189012881,2,107,125,138
1993,,0,871.1699215188286,0,,,nicht gefördert,nicht gefördert,,8,3,0,0,0,0,0,,0,10,2899.415189012881,16,107,125,138
1993,8,0,2003.558221331733,0,5,0,nicht gefördert,nicht gefördert,0,0,0,0,0,0,0,0,,0,10,2899.415189012881,11,107,127,138
1993,11,0,1445.31996111951,0,7,243,nicht gefördert,nicht gefördert,417,0,0,0,0,0,0,0,,0,10,2899.415189012881,29,107,127,138
1993,23,175.0295732731885,4453.309256348532,0,16,1954,nicht gefördert,nicht gefördert,1954,0,0,0,0,0,0,0,,0,10,2899.415189012881,47,107,129,138
1993,,,,,,,,,,,,0,0,0,0,0,,0,10,2899.415189012881,10,107,,
1993,18,1061.448283372636,2522.680023880624,0,23,1722,nicht gefördert,nicht gefördert,1723,0,0,0,0,0,0,0,,0,10,2899.415189012881,6,107,126,138
1993,7,1.325981615705971,2153.3941439065,0,25,145,nicht gefördert,nicht gefördert,194,50,9,0,0,0,0,0,,0,10,2899.415189012881,13,107,128,138
1993,0,0,1093.271842149581,0,1,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,2899.415189012881,14,107,127,138
1993,,,,,,,,,,,,0,0,0,0,0,,0,10,2899.415189012881,28,107,,
1993,0,,,0,0,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,2899.415189012881,7,107,131,138
1993,10,207.5161228579854,3340.810680771206,0,28,199,nicht gefördert,nicht gefördert,451,30,2,0,0,0,0,0,,0,10,2899.415189012881,12,107,128,138
1993,2,,,0,0,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,2899.415189012881,26,107,126,138
1993,1,0,450.1707585321797,0,16,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,2899.415189012881,1,107,125,138
1993,1,13.25981615705971,327.517459079377,0,19,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,2899.415189012881,30,107,125,138
1993,,,,,,,,,,,,0,0,0,0,0,,0,10,2899.415189012881,46,107,,
1993,13,53.0392646282391,936.1430206884213,0,3,136,nicht gefördert,nicht gefördert,136,1,0,0,0,0,0,0,,0,10,2899.415189012881,24,107,127,138
1993,,,,,,,,,,,,0,0,0,0,0,,0,10,2899.415189012881,21,107,,
1993,,0,86.18880502088869,0,,,nicht gefördert,nicht gefördert,,1,1,0,0,0,0,0,,0,10,2899.415189012881,19,107,125,138
1993,18,76.90693371094677,3200.919620314236,0,19,133,nicht gefördert,nicht gefördert,404,8,6,0,0,0,0,0,,0,10,2899.415189012881,32,107,128,138
1993,0,,,0,1,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,2899.415189012881,52,107,126,138
1993,9,1176.808683939057,2451.740007440359,0,39,113,nicht gefördert,nicht gefördert,138,190,41,0,0,0,0,0,,0,10,2899.415189012881,37,107,128,138
1993,,111.3824557193023,0,0,,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,2899.415189012881,33,107,128,138
1993,18,588.7358373734551,5022.155369486398,0,43,1303,nicht gefördert,nicht gefördert,1304,2,1,0,0,0,0,0,,0,10,2899.415189012881,15,107,126,138
1993,27,513.8178760860668,5243.594299309287,0,49,2927,nicht gefördert,nicht gefördert,2929,0,1,0,0,0,0,0,,0,10,2899.415189012881,56,107,129,138
1993,6,5.30392646282391,1514.271005136225,0,6,250,nicht gefördert,nicht gefördert,406,0,0,0,0,0,0,0,,0,10,2899.415189012881,5,107,131,138
1993,5,2.651963231411955,1133.714281428612,0,5,126,nicht gefördert,nicht gefördert,164,0,0,0,0,0,0,0,,0,10,2899.415189012881,44,107,131,138
1993,,,,,,,,,,,,0,0,0,0,0,,0,10,2899.415189012881,50,107,,
1993,8,6.629908078529893,403.7614019824707,0,2,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,2899.415189012881,42,107,129,138
1993,0,59.00618189891604,958.02171734757,0,0,54,nicht gefördert,nicht gefördert,91,0,0,0,0,0,0,0,,0,10,2899.415189012881,23,107,131,138
1993,0,,,0,1,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,2899.415189012881,9,107,126,138
1993,16,236.6877184035174,5121.603990664345,0,34,1202,nicht gefördert,nicht gefördert,1202,0,0,0,0,0,0,0,,0,10,2899.415189012881,8,107,126,138
1993,15,173.0406008496303,1585.87401238435,0,14,156,nicht gefördert,nicht gefördert,207,2,0,0,0,0,0,0,,0,10,2899.415189012881,48,107,129,138
1993,2,0,980.563404814572,0,3,0,nicht gefördert,nicht gefördert,190,0,0,0,0,0,0,0,,0,10,2899.415189012881,34,107,127,138
1993,,,,,,,,,,,,0,0,0,0,0,,0,10,2899.415189012881,55,107,,
1993,4,13.25981615705971,267.8482863726071,0,2,71,nicht gefördert,nicht gefördert,72,0,0,0,0,0,0,0,,0,10,2899.415189012881,36,107,131,138
1993,6,214.8090217443677,2640.692387678451,0,17,116,nicht gefördert,nicht gefördert,116,0,0,0,0,0,0,0,,0,10,2899.415189012881,40,107,126,138
1993,0,,,0,0,1,nicht gefördert,nicht gefördert,1,0,0,0,0,0,0,0,,0,10,2899.415189012881,3,107,131,138
1993,2,0,69.6140348245639,0,4,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,2899.415189012881,41,107,129,138
1993,10,23.86766908270755,1587.199994000052,0,5,161,nicht gefördert,nicht gefördert,161,0,0,0,0,0,0,0,,0,10,2899.415189012881,38,107,129,138
1993,3,196.9082699323369,421.6621537945016,0,2,0,nicht gefördert,nicht gefördert,30,0,0,0,0,0,0,0,,0,10,2899.415189012881,27,107,131,138
1993,4,259.8923966783712,531.0556370902459,0,5,32,nicht gefördert,nicht gefördert,32,2,0,0,0,0,0,0,,0,10,2899.415189012881,25,107,128,138
1993,4,72.92898886382885,1203.328316253176,0,5,0,nicht gefördert,nicht gefördert,166,0,0,0,0,0,0,0,,0,10,2899.415189012881,49,107,130,138
1993,9,112.7084373350082,1591.177938847166,0,7,286,nicht gefördert,nicht gefördert,1026,0,0,0,0,0,0,0,,0,10,2899.415189012881,22,107,131,138
1993,,,,,,,,,,,,0,0,0,0,0,,0,10,2899.415189012881,35,107,,
1993,11,1178.134665554763,1699.908431335067,0,13,197,nicht gefördert,nicht gefördert,445,0,0,0,0,0,0,0,,0,10,2899.415189012881,17,107,131,138
1993,0,0,.662990807852979,0,0,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,2899.415189012881,51,107,126,138
1993,22,1593.829902078576,6971.348344574193,0,54,1879,nicht gefördert,nicht gefördert,1880,24,16,0,0,0,0,0,,0,10,2899.415189012881,31,107,126,138
1993,7,0,1371.727981447829,0,11,1,nicht gefördert,nicht gefördert,1,7,2,0,0,0,0,0,,0,10,2899.415189012881,39,107,131,138
1993,3,177.6815365046006,385.1976593625873,0,3,0,nicht gefördert,nicht gefördert,63,0,0,0,0,0,0,0,,0,10,2899.415189012881,18,107,131,138
1993,3,3.977944847117938,356.0260638170545,0,0,0,nicht gefördert,nicht gefördert,24,0,0,0,0,0,0,0,,0,10,2899.415189012881,20,107,128,138
1993,1,337.4623211971716,0,0,8,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,2899.415189012881,53,107,129,138
1994,,,,,,,,,,,,0,0,0,0,0,,0,10,1638.640609782253,50,107,,
1994,4,174.2776446799872,587.3802098473643,0,5,1,nicht gefördert,nicht gefördert,1,5,1,0,0,0,0,0,,0,10,1638.640609782253,25,107,128,138
1994,9,114.8941509371767,1835.07905120445,0,7,231,nicht gefördert,nicht gefördert,891,2,0,0,0,0,0,0,,0,10,1638.640609782253,22,107,131,138
1994,,,,,,,,,,,,0,0,0,0,0,,0,10,1638.640609782253,33,107,,
1994,16,515.7327337011465,5180.564356302131,0,34,1303,nicht gefördert,nicht gefördert,1303,1,0,0,0,0,0,0,,0,10,1638.640609782253,8,107,126,138
1994,6,4.518309306518187,1500.078689764036,0,6,236,nicht gefördert,nicht gefördert,410,2,0,0,0,0,0,0,,0,10,1638.640609782253,5,107,131,138
1994,15,94.23902267880788,1619.491150007724,0,14,178,nicht gefördert,nicht gefördert,227,1,0,0,0,0,0,0,,0,10,1638.640609782253,48,107,129,138
1994,,,,,,,,,,,,0,0,0,0,0,,0,10,1638.640609782253,46,107,,
1994,0,0,54.86518443629217,0,0,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,1638.640609782253,51,107,126,138
1994,,,,,,,,,,,,0,0,0,0,0,,0,10,1638.640609782253,55,107,,
1994,3,0,283.3625407944965,0,0,0,nicht gefördert,nicht gefördert,29,0,0,0,0,0,0,0,,0,10,1638.640609782253,20,107,128,138
1994,,,,,,,,,,,,0,0,0,0,0,,0,10,1638.640609782253,21,107,,
1994,,,,,,,,,,,,0,0,0,0,0,,0,10,1638.640609782253,28,107,,
1994,2,0,876.5520054645272,0,3,0,nicht gefördert,nicht gefördert,189,0,0,0,0,0,0,0,,0,10,1638.640609782253,34,107,127,138
1994,7,1.290945516148044,1391.639266407589,0,11,0,nicht gefördert,nicht gefördert,0,10,3,0,0,0,0,0,,0,10,1638.640609782253,39,107,131,138
1994,18,347.9098166018993,6362.42497633568,0,43,1193,nicht gefördert,nicht gefördert,1233,3,6,0,0,0,0,0,,0,10,1638.640609782253,15,107,126,138
1994,3,139.4221157439895,456.99471271641,0,3,0,nicht gefördert,nicht gefördert,77,0,0,0,0,0,0,0,,0,10,1638.640609782253,18,107,131,138
1994,1,961.7544095302989,260.7709942619,0,19,4,nicht gefördert,nicht gefördert,4,0,0,0,0,0,0,0,,0,10,1638.640609782253,30,107,125,138
1994,1,0,430.5303296353748,0,16,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,1638.640609782253,1,107,125,138
1994,3,169.7593353734684,414.3935106835248,0,2,0,nicht gefördert,nicht gefördert,37,0,0,0,0,0,0,0,,0,10,1638.640609782253,27,107,131,138
1994,5,12.26398240340651,1268.353969615453,0,5,114,nicht gefördert,nicht gefördert,160,2,0,0,0,0,0,0,,0,10,1638.640609782253,44,107,131,138
1994,0,,,0,0,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,1638.640609782253,3,107,131,138
1994,,0,0,0,,,nicht gefördert,nicht gefördert,,3,0,0,0,0,0,0,,0,10,1638.640609782253,35,107,128,138
1994,9,1440.695196021215,2829.10709863846,0,39,96,nicht gefördert,nicht gefördert,123,181,29,0,0,0,0,0,,0,10,1638.640609782253,37,107,128,138
1994,22,1553.007455926106,7939.960397068607,0,54,1727,nicht gefördert,nicht gefördert,1823,54,17,0,0,0,0,0,,0,10,1638.640609782253,31,107,126,138
1994,8,0,448.6035668614474,0,2,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,1638.640609782253,42,107,129,138
1994,0,,,0,1,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,1638.640609782253,9,107,126,138
1994,11,1067.611941854439,2327.57476561494,0,13,194,nicht gefördert,nicht gefördert,452,0,2,0,0,0,0,0,,0,10,1638.640609782253,17,107,131,138
1994,2,,,0,0,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,1638.640609782253,26,107,126,138
1994,0,0,1183.15156554969,0,1,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,1638.640609782253,14,107,127,138
1994,27,175.5685901961347,7580.432070821365,0,21,808,nicht gefördert,nicht gefördert,808,8,7,0,0,0,0,0,,0,10,1638.640609782253,2,107,125,138
1994,13,10.97303688725845,1511.051726651291,0,3,126,nicht gefördert,nicht gefördert,126,0,0,0,0,0,0,0,,0,10,1638.640609782253,24,107,127,138
1994,7,1.936418274222073,2544.45361232781,0,25,134,nicht gefördert,nicht gefördert,175,80,22,0,0,0,0,0,,0,10,1638.640609782253,13,107,128,138
1994,2,0,103.9211140499183,0,4,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,1638.640609782253,41,107,129,138
1994,4,9.036618613036374,274.9713949395352,0,2,84,nicht gefördert,nicht gefördert,85,0,0,0,0,0,0,0,,0,10,1638.640609782253,36,107,131,138
1994,,,,,,,,,,,,0,0,0,0,0,,0,10,1638.640609782253,10,107,,
1994,,0,850.0876223834922,0,,,nicht gefördert,nicht gefördert,,5,3,0,0,0,0,0,,0,10,1638.640609782253,16,107,125,138
1994,1,588.671155363512,236.2430294550936,0,8,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,1638.640609782253,53,107,129,138
1994,18,564.1431905566993,2998.22096125385,0,23,1770,nicht gefördert,nicht gefördert,1770,0,0,0,0,0,0,0,,0,10,1638.640609782253,6,107,126,138
1994,6,198.8056094867998,2833.625407944967,0,17,177,nicht gefördert,nicht gefördert,177,0,0,0,0,0,0,0,,0,10,1638.640609782253,40,107,126,138
1994,27,577.6981184762531,5290.940197932794,0,49,2794,nicht gefördert,nicht gefördert,2938,9,1,0,0,0,0,0,,0,10,1638.640609782253,56,107,129,138
1994,18,36.79194721021944,3400.350489533968,0,19,139,nicht gefördert,nicht gefördert,403,12,8,0,0,0,0,0,,0,10,1638.640609782253,32,107,128,138
1994,,,,,,,,,,,,0,0,0,0,0,,0,10,1638.640609782253,19,107,,
1994,10,247.8615391004251,4060.023648285622,0,28,187,nicht gefördert,nicht gefördert,424,46,11,0,0,0,0,0,,0,10,1638.640609782253,12,107,128,138
1994,0,287.8808501010153,892.0433516583046,0,0,50,nicht gefördert,nicht gefördert,93,0,0,0,0,0,0,0,,0,10,1638.640609782253,23,107,131,138
1994,0,,,0,0,,nicht gefördert,nicht gefördert,,2,0,0,0,0,0,0,,0,10,1638.640609782253,7,107,131,138
1994,8,67.12916683969874,2806.515552105861,0,5,0,nicht gefördert,nicht gefördert,0,0,0,0,0,0,0,0,,0,10,1638.640609782253,11,107,127,138
1994,4,240.1158660035375,1223.17087655028,0,5,0,nicht gefördert,nicht gefördert,166,0,0,0,0,0,0,0,,0,10,1638.640609782253,49,107,130,138
1994,23,25.17343756488701,4492.490396195221,0,16,2022,nicht gefördert,nicht gefördert,2022,0,0,0,0,0,0,0,,0,10,1638.640609782253,47,107,129,138
1994,10,23.23701929066488,1522.024763538545,0,5,172,nicht gefördert,nicht gefördert,172,0,0,0,0,0,0,0,,0,10,1638.640609782253,38,107,129,138
1994,11,0,288.5263228590891,0,7,245,nicht gefördert,nicht gefördert,404,0,0,0,0,0,0,0,,0,10,1638.640609782253,29,107,127,138
1994,0,,,0,1,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,1638.640609782253,52,107,126,138
1995,0,,,0,0,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,2993.78882058099,52,107,126,138
1995,10,80.02829446695516,1594.214437397281,0,5,255,nicht gefördert,nicht gefördert,965,2,0,0,0,0,0,0,,0,10,2993.78882058099,22,107,131,138
1995,12,556.387190103593,2127.736400510315,0,8,251,nicht gefördert,nicht gefördert,484,0,1,0,0,0,0,0,,0,10,2993.78882058099,17,107,131,138
1995,,,,,,,,,,,,0,0,0,0,0,,0,10,2993.78882058099,35,107,,
1995,3,502.3998485981073,8.89203271855061,0,4,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,2993.78882058099,53,107,129,138
1995,16,471.2777340831803,2813.058065032891,0,23,1874,nicht gefördert,nicht gefördert,1874,0,0,0,0,0,0,0,,0,10,2993.78882058099,6,107,126,138
1995,,,,,,,,,,,,0,0,0,0,0,,0,10,2993.78882058099,7,107,,
1995,3,7.621742330186205,537.3328342781275,0,2,0,nicht gefördert,nicht gefördert,36,0,0,0,0,0,0,0,,0,10,2993.78882058099,27,107,131,138
1995,17,642.1317913181877,5903.674579923398,0,39,1191,nicht gefördert,nicht gefördert,1231,18,8,0,0,0,0,0,,0,10,2993.78882058099,15,107,126,138
1995,,,,,,,,,,,,0,0,0,0,0,,0,10,2993.78882058099,33,107,,
1995,4,53.35219631130343,1291.885324966562,0,2,0,nicht gefördert,nicht gefördert,185,0,0,0,0,0,0,0,,0,10,2993.78882058099,49,107,130,138
1995,0,288.3559181587114,290.2613537412579,0,9,5,nicht gefördert,nicht gefördert,5,0,0,0,0,0,0,0,,0,10,2993.78882058099,30,107,125,138
1995,,0,71.13626174840458,0,,,nicht gefördert,nicht gefördert,,21,1,0,0,0,0,0,,0,10,2993.78882058099,21,107,128,138
1995,6,1.905435582546551,1281.723001859647,0,6,108,nicht gefördert,nicht gefördert,161,2,0,0,0,0,0,0,,0,10,2993.78882058099,44,107,131,138
1995,7,264.2204007797884,1014.326875108947,0,8,60,nicht gefördert,nicht gefördert,114,1,0,0,0,0,0,0,,0,10,2993.78882058099,23,107,131,138
1995,9,1072.760232973708,3180.807132464375,0,34,100,nicht gefördert,nicht gefördert,125,297,67,0,0,0,0,0,,0,10,2993.78882058099,37,107,128,138
1995,2,0,1067.043926226069,0,2,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,2993.78882058099,14,107,127,138
1995,25,2150.601627500874,7628.093782128026,0,67,1773,nicht gefördert,nicht gefördert,1856,44,16,0,0,0,0,0,,0,10,2993.78882058099,31,107,126,138
1995,20,510.0215909282936,7540.443745330885,0,31,775,nicht gefördert,nicht gefördert,775,16,4,0,0,0,0,0,,0,10,2993.78882058099,2,107,125,138
1995,4,81.29858485531952,1399.860007977533,0,5,265,nicht gefördert,nicht gefördert,468,2,0,0,0,0,0,0,,0,10,2993.78882058099,5,107,131,138
1995,2,,,0,1,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,2993.78882058099,3,107,131,138
1995,13,504.3052841806539,1366.197312685877,0,17,204,nicht gefördert,nicht gefördert,253,4,1,0,0,0,0,0,,0,10,2993.78882058099,48,107,129,138
1995,0,,,0,0,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,2993.78882058099,51,107,126,138
1995,2,,,0,5,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,2993.78882058099,26,107,126,138
1995,,,,,,,,,,,,0,0,0,0,0,,0,10,2993.78882058099,46,107,,
1995,,,,,,,,,,,,0,0,0,0,0,,0,10,2993.78882058099,19,107,,
1995,28,310.5859999550878,1444.955316764468,0,15,1,nicht gefördert,nicht gefördert,1,8,7,0,0,0,0,0,,0,10,2993.78882058099,39,107,131,138
1995,,0,869.5137708354094,0,,,nicht gefördert,nicht gefördert,,6,3,0,0,0,0,0,,0,10,2993.78882058099,16,107,125,138
1995,,,,,,,,,,,,0,0,0,0,0,,0,10,2993.78882058099,28,107,,
1995,14,658.6455663669245,2647.285169351342,0,17,228,nicht gefördert,nicht gefördert,228,0,0,0,0,0,0,0,,0,10,2993.78882058099,40,107,126,138
1995,4,0,424.2769897136988,0,2,0,nicht gefördert,nicht gefördert,0,0,0,0,0,0,0,0,,0,10,2993.78882058099,42,107,129,138
1995,2,66.6902453891293,4660.060289714683,0,5,2183,nicht gefördert,nicht gefördert,2183,0,0,0,0,0,0,0,,0,10,2993.78882058099,47,107,129,138
1995,18,59.70364825312527,3345.944882951743,0,12,143,nicht gefördert,nicht gefördert,457,16,3,0,0,0,0,0,,0,10,2993.78882058099,32,107,128,138
1995,5,6.351451941821837,1385.886813705525,0,3,269,nicht gefördert,nicht gefördert,422,0,0,0,0,0,0,0,,0,10,2993.78882058099,29,107,127,138
1995,2,0,454.7639590344435,0,2,,nicht gefördert,nicht gefördert,,0,0,0,0,0,0,0,,0,10,2993.78882058099,1,107,125,138
1995,11,235.003721847408,3742.275484121426,0,29,184,nicht gefördert,nicht gefördert,423,52,15,0,0,0,0,0,,0,10,2993.78882058099,12,107,128,138
