Reputation,LuFid,EinheitlicheID,Exz_gefoerdert_FJ,Profs,Mitarbeiter,Drittmitteleinnahmen,Grundmittel,DiplBaMa,StudierendeGesamt,Zitationen,Publikationen,Foerderphase,DM_DFG_Mittel,FoerderungPhase1
0,29,82,0,2.4,5.1999998,.0657989741306605,.6154648559270282,182.2,.1822,0,0,1,36.22687162008341,0
0,29,82,0,1,2.4000001,.1163666313225817,.540171026780101,49.200001,.049200002,0,0,2,68.62528182287315,0
1,31,82,1,48.4,688.79999,56.99313227893138,38.53182326576336,4341.2002,4.4070001,1.9988,.16599999,1,36.22687162008341,0
1,31,82,1,43.8,860.20001,75.35478275202254,37.09108601027182,6396.2002,6.4310002,4.5297999,.2568,2,68.62528182287315,1
0,32,82,0,27.6,91.599998,2.290453650986323,7.57949854320967,540.20001,.68940002,.4524,.040400002,1,36.22687162008341,0
0,32,82,0,28.2,113.8,1.803754339523973,8.446876532741548,510.60001,.79100001,.86620003,.0792,2,68.62528182287315,0
0,33,82,0,0,,0,.2218764312196128,,0,0,0,1,36.22687162008341,0
0,33,82,0,0,0,.036902030861623,.721348745756259,13.5,.0135,0,0,2,68.62528182287315,0
0,35,82,0,0,,.065848214256891,0,,0,.064000003,.0040000002,1,36.22687162008341,0
0,36,82,0,3.4,8.6000004,.0331086959118189,.7155201517343436,230,.2308,.0012000001,.00020000001,1,36.22687162008341,0
0,36,82,0,3.6,13,.4732530621839691,.5886231658301907,87,.086999997,.0082,.0027999999,2,68.62528182287315,0
1,37,82,0,30.8,118.6,6.775608962514119,9.779408155308611,816.40002,.84780002,6.8243999,.2904,1,36.22687162008341,0
1,37,82,0,28.8,161.60001,7.217484053857597,8.496540019216216,999.79999,1.0591999,11.5516,.36379999,2,68.62528182287315,0
0,38,82,0,3,6.1999998,.0652148857900825,.8065020543191788,470.60001,.4734,.0146,.0016000001,1,36.22687162008341,0
0,38,82,0,3.4,8.8000002,.1960980331061567,.7136851374167631,277,.28479999,.084600002,.0034,2,68.62528182287315,0
0,39,82,0,3.8,15.2,.2848916732422741,1.494779394255329,149.60001,.1496,.31320003,.024,1,36.22687162008341,0
0,39,82,0,4.4,20.799999,.4085624148287135,1.433810899538543,138.39999,.13839999,1.3232,.065199994,2,68.62528182287315,0
0,40,82,0,2,5,0,,,0,.00050000002,0,1,36.22687162008341,0
0,40,82,0,1.8,6,0,,,0,.0054000001,.001,2,68.62528182287315,0
0,41,82,0,0,,0,,119.25,.11925,0,0,2,68.62528182287315,0
0,42,82,0,1,5,0,,,0,.0020000001,0,1,36.22687162008341,0
0,42,82,0,1,5.4000001,0,,,0,.0144,.00040000002,2,68.62528182287315,0
0,44,82,0,3.2,11,.0371659703409036,1.303037327360023,153.8,.26479998,.0018,.001,1,36.22687162008341,0
0,44,82,0,3,12.4,.0787940969357028,.9670044427029683,28.4,.26120001,.0074,.0012000001,2,68.62528182287315,0
0,45,82,0,0,,0,.9168803328461494,,0,.0049999999,.001,2,68.62528182287315,0
0,47,82,0,.6666666666666666,2,0,,,0,0,0,1,36.22687162008341,0
0,47,82,0,1,4.1999998,0,,,0,.0016000001,.00020000001,2,68.62528182287315,0
0,48,82,0,3,8.6000004,.1426625530281049,.8059623865481841,720.20001,.7202,.0041999999,.00060000003,1,36.22687162008341,0
0,48,82,0,4,18.6,.395780883491038,.8839540427551044,296.60001,.29660001,.016799999,.0027999999,2,68.62528182287315,0
0,49,82,0,0,0,0,,,0,.0020000001,0,2,68.62528182287315,0
0,50,82,0,.3333333333333333,5.6666665,.0115106746761601,.6381200087430168,,0,0,0,1,36.22687162008341,0
0,50,82,0,0,6.4000001,.4243515889869542,2.070456021601395,359.39999,.3594,0,0,2,68.62528182287315,0
0,51,82,0,6,100.5,0,,0,.0020000001,.05166667,.0046666665,1,36.22687162008341,0
0,51,82,0,7.4,164,0,,148,.15539999,.088599995,.0044,2,68.62528182287315,0
0,52,82,0,1,9.5,0,,0,0,0,0,1,36.22687162008341,0
0,54,82,0,0,,0,,3224.3333,3.2243333,.091666661,.025333334,2,68.62528182287315,0
0,55,82,0,0,,0,,497.60001,.49760002,0,0,1,36.22687162008341,0
0,55,82,0,0,,0,,1131,1.131,0,0,2,68.62528182287315,0
0,56,82,0,17.8,85.800003,1.205678411452724,6.824165729341691,1907,2.0696001,.078400001,.010600001,1,36.22687162008341,0
0,56,82,0,21.2,140.39999,2.587111815907385,7.537841744341089,915.40002,1.0496,.20660001,.0244,2,68.62528182287315,0
0,4,86,0,0,0,0,,,0,0,0,1,5.295498150637085,0
0,5,86,0,0,0,0,,,0,0,0,1,5.295498150637085,0
0,7,86,0,0,0,0,,,0,0,0,1,5.295498150637085,0
0,9,86,0,18.4,96.800003,4.842902285677279,7.047197461959419,267.39999,.2674,.023200002,.0086000003,1,5.295498150637085,0
0,9,86,0,15.4,141,7.682250932491685,6.78756598108374,449.39999,.44940001,.057400003,.0136,2,8.63831405196111,0
0,12,86,0,2.2,14.8,0,.5057208236883696,,0,.0504,.0048000002,1,5.295498150637085,0
0,12,86,0,1,11,0,,,0,.077,.0040000002,2,8.63831405196111,0
0,13,86,0,8.4,54.599998,1.795862277135711,3.839554539935782,124.4,.1244,.3924,.035599999,1,5.295498150637085,0
0,13,86,0,8.4,82.199997,2.856577552108044,3.340578374339661,199.39999,.19939999,.79120004,.061799999,2,8.63831405196111,0
0,15,86,0,3.2,18.4,.301047856168295,1.505070850856194,1,.001,.0080000004,0,1,5.295498150637085,0
0,15,86,0,2,12.8,.4250376242067894,1.010859798184755,,0,.0086000003,0,2,8.63831405196111,0
0,20,86,0,0,,0,,259.79999,.25979999,.0027999999,0,1,5.295498150637085,0
0,20,86,0,0,,0,,247.39999,.2474,.0126,.001,2,8.63831405196111,0
0,21,86,0,10.2,53,2.474487819530818,5.243374984206212,351.60001,.35159999,.32079998,.029999999,1,5.295498150637085,0
0,21,86,0,10,68.400002,2.17143841134078,5.172482846249571,442,.442,.80240005,.044400003,2,8.63831405196111,0
0,22,86,0,0,0,0,,,0,0,0,1,5.295498150637085,0
0,23,86,0,0,0,0,,57.5,.057500001,.0037499999,.001,1,5.295498150637085,0
0,25,86,0,3.4,10.2,.1005985965644885,.8703714031964717,56,.056000002,.023600001,.0070000002,1,5.295498150637085,0
0,25,86,0,4,10.8,.2481263336896788,.8898763881853671,71.599998,.071599998,.048599999,.0064000003,2,8.63831405196111,0
0,26,86,0,0,,0,,1,.001,0,0,1,5.295498150637085,0
0,26,86,0,1,10,0,.5606601369685948,,0,0,0,2,8.63831405196111,0
0,31,86,0,25.2,174.8,10.30717138517472,9.75659069234071,987.20001,.98720002,.32079998,.053799998,1,5.295498150637085,0
0,31,86,0,20.2,314.60001,22.16392232631088,7.685629774251132,1460,1.46,.6552,.065400004,2,8.63831405196111,0
0,32,86,0,9,23.4,.2881670124560129,2.374414747326404,300.39999,.30039999,.075400002,.0098000001,1,5.295498150637085,0
0,32,86,0,8.800000000000001,24.799999,.1167659355100579,2.217292953235812,215,.215,.1434,.012,2,8.63831405196111,0
0,33,86,0,0,1,0,,180.8,.18080001,0,0,1,5.295498150637085,0
0,33,86,0,0,,0,,213.60001,.21360001,0,0,2,8.63831405196111,0
0,37,86,0,3.8,23,.5143360534764418,1.5002907397042,.33333334,.00033333333,.33020002,.0306,1,5.295498150637085,0
0,37,86,0,3.6,41.599998,1.100956219599308,1.48080244660704,9,.0089999996,.51540005,.0352,2,8.63831405196111,0
0,40,86,0,0,0,0,,,0,.0040000002,.00050000002,1,5.295498150637085,0
0,41,86,0,0,0,0,,36.25,.036249999,0,0,1,5.295498150637085,0
0,41,86,0,0,,0,,70.800003,.070800006,0,0,2,8.63831405196111,0
0,42,86,0,0,0,0,,,0,0,0,1,5.295498150637085,0
0,42,86,0,0,,0,,5.3333335,.0053333333,0,0,2,8.63831405196111,0
0,45,86,0,0,0,0,,,0,0,0,1,5.295498150637085,0
0,50,86,0,0,0,0,,,0,0,0,1,5.295498150637085,0
0,51,86,0,0,0,0,,99.5,.0995,.00075000001,0,1,5.295498150637085,0
0,51,86,0,0,,0,,188.2,.1882,.0014,0,2,8.63831405196111,0
0,53,86,0,0,0,0,,,0,0,0,1,5.295498150637085,0
0,54,86,0,0,,0,,323.5,.32350001,.0065000001,.001,2,8.63831405196111,0
0,55,86,0,0,,0,,134.39999,.1344,0,0,1,5.295498150637085,0
0,55,86,0,0,,.0319438085278895,0,288.60001,.2886,0,0,2,8.63831405196111,0
0,56,86,0,15.4,41.200001,.520323202598941,3.543963708602935,1127,1.127,.0138,.0035999999,1,5.295498150637085,0
0,56,86,0,15,62.400002,.9420939064213507,3.57297321897297,826.20001,.82620001,.057,.0041999999,2,8.63831405196111,0
0,2,87,0,5.6,27.6,1.528292833633283,3.194848407212804,459,.48920003,.36560002,.034200002,1,26.86231254447148,0
0,2,87,0,3.25,24.5,.77768731351874,1.686520338934044,464.66666,.46466666,.73874998,.033,2,39.38558058711514,0
0,3,87,0,5.4,12,.1160183066108612,.8630334107869736,284,.28400001,0,0,1,26.86231254447148,0
0,3,87,0,3.2,5.1999998,.088598279312061,.5375905067546894,308.75,.30875,.00060000003,.00080000004,2,39.38558058711514,0
0,4,87,0,.2,0,0,.0617933687895687,0,.0020000001,0,0,1,26.86231254447148,0
0,4,87,0,0,0,0,0,,0,0,0,2,39.38558058711514,0
0,5,87,0,.4,.40000001,.065885374658999,.3195132600227615,22.6,.060200002,.0074,.0041999999,1,26.86231254447148,0
0,5,87,0,1.666666666666667,1.3333334,0,.258645153315974,4.4000001,.0068000001,.0112,.0034,2,39.38558058711514,0
0,6,87,0,18,87.199997,1.210929357934144,8.1144673624036,2080.2,2.1389999,0,0,1,26.86231254447148,0
0,6,87,0,21.8,84.599998,2.041589903993807,6.233527867350625,1475.2,1.4751999,0,.00040000002,2,39.38558058711514,0
0,7,87,0,0,0,0,,,0,.003,.0055,1,26.86231254447148,0
0,7,87,0,0,0,0,,,0,.0070000002,.0060000001,2,39.38558058711514,0
0,8,87,0,9.4,46.799999,1.142441670022784,5.793084543621109,1081.4,1.163,.0061999997,.001,1,26.86231254447148,0
0,8,87,0,10.8,53.599998,1.842094848901043,4.192595899367182,676.79999,.741,.023399999,.0035999999,2,39.38558058711514,0
0,9,87,0,1,1.5,.0753557601679983,.2178443357076381,2.4000001,.0024000001,.056000002,.0016000001,1,26.86231254447148,0
0,9,87,0,0,.5,0,.1856684292623538,,0,.0405,.001,2,39.38558058711514,0
0,10,87,0,.8,.80000001,.0614679123681853,.3806106038880114,558,.55800003,.0034,.00040000002,1,26.86231254447148,0
0,10,87,0,1,2,.0007804370446256,.3148404393644542,452,.45199999,.0055,0,2,39.38558058711514,0
0,11,87,0,0,0,0,,,0,0,0,2,39.38558058711514,0
0,12,87,0,7,22,.3560947445985843,1.874493229783823,496.20001,.57980001,2.1494,.059,1,26.86231254447148,0
0,12,87,0,1.2,.60000002,.0246796406952089,.2660147239996026,359,.36899999,3.1138,.088199995,2,39.38558058711514,0
0,13,87,1,20.6,143.60001,5.21921792556577,8.719368356710856,672,.7148,4.5440001,.123,1,26.86231254447148,0
0,13,87,1,23,179.2,12.28082187598772,6.454926556350504,747.59998,.764,6.7596002,.15460001,2,39.38558058711514,1
0,14,87,0,0,,0,,45.666668,.045666669,0,0,1,26.86231254447148,0
0,14,87,0,0,0,0,,20.333334,.020333335,.00066666666,0,2,39.38558058711514,0
0,15,87,0,23,144.2,7.624366338461273,9.946902699599411,1182.6,1.214,.38979998,.034400001,1,26.86231254447148,0
0,15,87,0,27.2,182.60001,10.3976396616953,9.613284346895632,1395,1.4272,.8628,.064800002,2,39.38558058711514,0
0,16,87,0,.4,1,.004324324324,.3344886685240709,13.2,.1798,.060599998,.0038000001,1,26.86231254447148,0
0,16,87,0,1.75,5,.0392449018433659,.4508650061181625,0,.14033332,.10625,.0077499999,2,39.38558058711514,0
0,17,87,0,17.4,21.6,.2041017588785605,3.512386828459691,439.20001,.43920001,.0064000003,.0018,1,26.86231254447148,0
0,17,87,0,10,18.6,.2447267981733359,1.580263777434522,207.39999,.20739999,.014,.00080000004,2,39.38558058711514,0
0,20,87,0,0,,0,,5.1999998,.0154,.0035999999,0,1,26.86231254447148,0
0,20,87,0,0,0,0,,2.5999999,.0041999999,.012,.001,2,39.38558058711514,0
0,21,87,0,10.8,32.400002,.7352791153819676,3.732018826285907,372.20001,.37220001,.55720001,.0414,1,26.86231254447148,0
0,21,87,0,7,17.4,.6419465016171445,2.330180739836238,158.8,.15880001,1.2358,.043000001,2,39.38558058711514,0
0,22,87,0,2.4,8.3999996,.3443229024492719,1.694471650675673,1089,1.52,.0074,.0041999999,1,26.86231254447148,0
0,22,87,0,7,9,.0127858184119899,1.475389149298533,406.79999,.51959997,.0112,.0034,2,39.38558058711514,0
0,23,87,0,10.2,19.6,.5696358860370064,2.128636610987012,553.20001,.85759997,.0083999997,.0055999998,1,26.86231254447148,0
0,23,87,0,10.2,12,.7053438033559714,1.778431606962492,363.20001,.47579998,.0093999999,.0046000001,2,39.38558058711514,0
0,24,87,0,0,0,0,,,0,.016000001,.0024999999,1,26.86231254447148,0
0,25,87,0,19,145.2,5.755791575651338,10.44774747681149,2592,2.592,.29120001,.023399999,1,26.86231254447148,0
0,25,87,0,24.2,307,19.46563331866349,7.333401667427341,1918.8,1.9188,.43520001,.044599999,2,39.38558058711514,0
0,26,87,0,9.800000000000001,57.799999,3.809791454064102,5.087650463734681,14.2,.17919999,0,0,1,26.86231254447148,0
0,26,87,0,13.8,94.400002,5.220686411835753,5.307047113630116,559,.58240002,0,0,2,39.38558058711514,0
0,29,87,0,.4,1.4,.0241017081822782,.5323860447401585,352.60001,.35260001,0,0,1,26.86231254447148,0
0,29,87,0,4,5,.1395472193063251,.6110789724073331,220.33333,.22033332,0,0,2,39.38558058711514,0
0,30,87,0,13,43.200001,1.99682431839034,4.710792264528573,846.20001,.86759996,0,0,1,26.86231254447148,0
0,30,87,0,17.5,78.25,2.800541084797261,4.399784279310309,687,.74733329,0,0,2,39.38558058711514,0
0,31,87,0,43.4,343.20001,15.95396609229351,25.82690829688839,2468.3999,2.5274,1.104,.0986,1,26.86231254447148,0
0,31,87,0,45.2,362.20001,18.53709876826276,21.25698131381727,3599.8,3.704,2.5502,.13839999,2,39.38558058711514,0
0,32,87,1,28.4,107.6,6.896447435293941,6.742749505261748,969,1.089,.47239998,.051400002,1,26.86231254447148,0
1,32,87,1,32.6,129.39999,12.03843879449762,8.182491200587615,1369.2,1.4006,.9048,.079999998,2,39.38558058711514,1
0,33,87,0,0,,.217297297281,.07567567567,139.60001,.13960001,0,0,1,26.86231254447148,0
0,33,87,0,1,10,.6412344648109257,.377356389839302,131,.131,0,0,2,39.38558058711514,0
0,34,87,0,.4,.80000001,.0703048933294046,.2151835936783686,399.79999,.3998,.0035999999,.00080000004,1,26.86231254447148,0
0,34,87,0,1.75,.25,.0068660651352374,.1671771275220963,128.66667,.12866667,.001,.0020000001,2,39.38558058711514,0
0,36,87,0,4.6,13.6,.5140366049257249,1.074727659608205,333,.35299999,.0016000001,.0012000001,1,26.86231254447148,0
0,36,87,0,4,11.8,.3847393053282398,.9900115953685836,131,.1338,.0068000001,.0020000001,2,39.38558058711514,0
0,37,87,0,21.8,117,5.475471822004052,7.931184109905661,710.79999,.74220002,5.2249999,.2234,1,26.86231254447148,0
0,37,87,0,25.2,137.39999,6.689475973934749,7.261901415191038,837.40002,.84720004,7.1497998,.27500001,2,39.38558058711514,0
0,38,87,0,1.2,1,0,.5924513718569311,16.4,.0164,.040400002,.0027999999,1,26.86231254447148,0
0,38,87,0,4.5,1.25,.0029547309943955,.3975566254505417,2.4000001,.0024000001,.15099999,.0055999998,2,39.38558058711514,0
0,39,87,0,7.8,40.200001,.3490631087444749,2.497812358527076,785,.78500003,.086599998,.0086000003,1,26.86231254447148,0
0,39,87,0,4,22.799999,.6070270195497006,2.434218856493927,212,.212,.20539999,.0152,2,39.38558058711514,0
0,40,87,0,3.2,16.6,.1378906306500606,1.866022523439366,1118.8,1.1188,.0060000001,.0014,1,26.86231254447148,0
0,40,87,0,12,30.799999,.9651179769933455,2.556629254770714,1537,1.5650001,.021399999,.0038000001,2,39.38558058711514,0
0,41,87,0,0,19,1.058352402515253,.0961098397959798,0,0,0,0,1,26.86231254447148,0
0,41,87,0,.5,.5,0,,210,.20999999,0,0,2,39.38558058711514,0
0,42,87,0,.6,2,0,,,0,.0014,0,1,26.86231254447148,0
0,42,87,0,1.4,4.8000002,.0158164580394477,.4607129364559452,,0,.0032000002,.00020000001,2,39.38558058711514,0
0,44,87,0,2.4,2.2,.0096838107570936,.5664639948782757,125.6,.18939999,.0074,.0041999999,1,26.86231254447148,0
0,44,87,0,3.8,1.4,.0349798388729141,.5730712757436585,18.200001,.037999999,.0112,.0034,2,39.38558058711514,0
0,45,87,0,0,0,0,,,0,.0074,.0041999999,1,26.86231254447148,0
0,47,87,0,1,7.3333335,.9329692533047469,1.234262154471613,281.66666,.28166667,.00080000004,.00020000001,1,26.86231254447148,0
0,47,87,0,0,,0,.0165287438538524,,0,.00033333333,.00033333333,2,39.38558058711514,0
0,48,87,0,13,27.200001,.5494955251891172,2.409447763169553,246.2,.37379998,.0112,.0018,1,26.86231254447148,0
0,48,87,0,9.6,23.6,.7845829904423554,1.749591628370403,330,.36320001,.038400002,.0076000001,2,39.38558058711514,0
0,50,87,0,6.4,19.4,.425786929986934,2.38010779038698,,0,0,0,1,26.86231254447148,0
0,50,87,0,1.8,6.4000001,.2091086065538879,.5593914019758934,387.79999,.38779998,0,0,2,39.38558058711514,0
0,51,87,0,16.8,105,6.102644449567306,7.753548579734931,1,.001,.024,.0046000001,1,26.86231254447148,0
0,51,87,0,16.8,127.8,7.323878108176674,7.043524222244223,930.20001,.93020004,.068400003,.0071999999,2,39.38558058711514,0
0,52,87,0,3.4,12.8,.1792990621341768,1.580304564913937,225.39999,.2254,0,0,1,26.86231254447148,0
0,52,87,0,3.6,12.8,.3793744535408729,1.092562552531281,97.199997,.097199999,0,0,2,39.38558058711514,0
0,53,87,0,0,,0,,1747.2,1.7471999,.00060000003,.00060000003,1,26.86231254447148,0
0,53,87,0,0,,0,,2097.3333,2.0973332,.003,.00033333333,2,39.38558058711514,0
0,54,87,0,7,41,7.28768657980843,4.316096962591846,2681.5,2.6815,.041499998,.0074999998,2,39.38558058711514,0
0,55,87,0,2,33.599998,.7640969384263478,1.653280926292171,2049.6001,2.0496001,0,0,1,26.86231254447148,0
0,55,87,0,6.2,64,4.049975666851596,2.159656746918067,2346.3333,2.3463333,0,0,2,39.38558058711514,0
0,56,87,0,14.6,59.799999,1.196136111876992,4.734915981469491,1579.2,1.8376,.1048,.0164,1,26.86231254447148,0
0,56,87,0,14.6,38.200001,1.094234825401461,3.070653338516184,1035.2,1.2974,.35260001,.034400001,2,39.38558058711514,0
0,5,88,0,6.6,6.4000001,0,,190.60001,.3946,.0024000001,.00080000004,1,17.26230090775156,0
0,5,88,0,4.4,7.4000001,.0179726802112953,1.106962862547484,236.39999,.29279998,.0022,.00040000002,2,19.84807207151778,0
0,6,88,0,16,76.400002,0,,945.59998,.94559997,.00020000001,.00020000001,1,17.26230090775156,0
0,6,88,0,13.4,58.200001,1.541995058809506,5.129496099956814,618.20001,.6182,0,0,2,19.84807207151778,0
0,8,88,0,17,146.8,0,,691.40002,.69140005,.0080000004,.0014,1,17.26230090775156,0
0,8,88,0,21,144,8.55072035491623,9.018983531506962,563.40002,.56340003,.020399999,.0035999999,2,19.84807207151778,0
0,10,88,0,0,0,0,,166.60001,.1666,.00060000003,0,1,17.26230090775156,0
0,10,88,0,0,0,0,,247,.24699999,.0020000001,0,2,19.84807207151778,0
0,11,88,0,0,,0,,0,.001,0,0,1,17.26230090775156,0
0,12,88,0,15.2,112.8,0,,719.79999,.759,2.2072001,.071999997,1,17.26230090775156,0
0,12,88,0,13,134.2,4.337733672504887,7.051875922331441,645.59998,.65259999,3.3322001,.1088,2,19.84807207151778,0
0,13,88,0,17,104,0,,486,.50959998,2.2986002,.1372,1,17.26230090775156,0
0,13,88,0,16,131.39999,3.455693513874633,7.245865698552572,461.60001,.46760002,3.8552001,.15619999,2,19.84807207151778,0
0,14,88,0,0,,0,,2,.0074999998,0,0,1,17.26230090775156,0
0,14,88,0,0,,0,,40.599998,.048999999,0,0,2,19.84807207151778,0
0,15,88,0,17.4,159.60001,0,,629,.62900001,.069199994,.0093999999,1,17.26230090775156,0
0,15,88,0,20,183,10.42053694628262,8.941022428471676,632.20001,.6322,.19760001,.0162,2,19.84807207151778,0
0,17,88,0,3.8,10.8,0,,280.39999,.43539998,.0018,.00020000001,1,17.26230090775156,0
0,17,88,0,6.6,25,.1441506629193537,2.847274779354585,159.2,.1682,.0082,.0016000001,2,19.84807207151778,0
0,18,88,0,1.6,2,0,,8.3999996,.053799998,0,.00020000001,1,17.26230090775156,0
0,18,88,0,1,2.4000001,.000873926200683,.2942771946989142,64.800003,.077199996,0,0,2,19.84807207151778,0
0,20,88,0,3.4,17.4,0,,194.8,.19599999,.00080000004,0,1,17.26230090775156,0
0,20,88,0,4,21.799999,.2007648282731244,1.256670135083429,189,.189,.011600001,.00040000002,2,19.84807207151778,0
0,21,88,0,2.6,9.6000004,0,,12,.012,.61059999,.033599999,1,17.26230090775156,0
0,21,88,0,2,4.5,.605442100663611,1.688394741202952,,0,1.1092,.056400001,2,19.84807207151778,0
0,22,88,0,7.2,11.2,0,,337,.91620004,.0024000001,.00080000004,1,17.26230090775156,0
0,22,88,0,6,10.4,.0162386261438159,1.236847970652092,225,.3382,.0022,.00040000002,2,19.84807207151778,0
0,23,88,0,5.2,10,0,,162,.1948,.0014,.00040000002,1,17.26230090775156,0
0,23,88,0,4.2,12.4,.2001016808582119,1.021288439010692,231,.25299999,.0076000001,.003,2,19.84807207151778,0
0,24,88,0,0,,0,,0,.0083999997,.011,.00080000004,1,17.26230090775156,0
0,24,88,0,0,,0,,.40000001,.0022,.0206,.0016000001,2,19.84807207151778,0
0,25,88,0,10.4,86,0,,1518.2,1.5184001,.1136,.014,1,17.26230090775156,0
0,25,88,0,13.8,98.599998,2.485563499139144,5.534358775466234,1062.4,1.0624,.14739999,.0148,2,19.84807207151778,0
0,26,88,0,1,7.4000001,0,,0,.0022,0,0,1,17.26230090775156,0
0,26,88,0,.5,4.5,0,,19,.018999999,0,0,2,19.84807207151778,0
0,27,88,0,0,,0,,0,.001,0,0,1,17.26230090775156,0
0,29,88,0,0,,0,,125,.163,0,0,1,17.26230090775156,0
0,29,88,0,.6,3,0,,109.6,.1174,.00020000001,0,2,19.84807207151778,0
0,31,88,0,20,217.39999,0,,1361.2,1.3612,.5388,.0484,1,17.26230090775156,0
0,31,88,0,25,378.20001,26.56466813824078,16.9036480643688,2232.2,2.2321999,1.0306,.0612,2,19.84807207151778,0
0,32,88,0,15,33.400002,0,,343.39999,.5966,.1198,.025799999,1,17.26230090775156,0
0,32,88,0,14.8,31,.3433001373348571,3.52288754064748,464.20001,.5122,.3502,.030200001,2,19.84807207151778,0
0,33,88,0,4.2,6.4000001,0,,,0,0,0,1,17.26230090775156,0
0,33,88,0,1.6,6,0,,,0,0,0,2,19.84807207151778,0
0,34,88,0,2,.40000001,0,,11.4,.053199999,.00020000001,0,1,17.26230090775156,0
0,34,88,0,1.4,1.8,.0379708167668887,.4074103307018389,54.400002,.063599996,0,0,2,19.84807207151778,0
0,35,88,0,10.8,61.599998,0,,715,.71499997,.0392,.00060000003,1,17.26230090775156,0
0,35,88,0,11.2,68.599998,1.034178112212847,4.884652811522679,618.59998,.61859995,.082199998,.00040000002,2,19.84807207151778,0
0,36,88,0,2,4.8000002,0,,85.599998,.090400003,.00020000001,.00020000001,1,17.26230090775156,0
0,36,88,0,1,2.4000001,.0042693703967547,.2849171492869405,13.8,.0144,.00060000003,0,2,19.84807207151778,0
0,37,88,0,13.8,61.599998,0,,239.2,.2568,1.4544001,.1184,1,17.26230090775156,0
0,37,88,0,13.2,57.599998,1.971481419118772,4.249348045769253,163.60001,.16780001,3.7119999,.16780001,2,19.84807207151778,0
0,38,88,0,1.8,1.6,0,,242,.24519999,.0134,.0016000001,1,17.26230090775156,0
0,38,88,0,0,2,0,,92.199997,.093800001,.051400002,.0014,2,19.84807207151778,0
0,39,88,0,10.4,22.200001,0,,363.60001,.36360002,.1072,.0092000002,1,17.26230090775156,0
0,39,88,0,8,33.400002,.3633773310477051,1.666651064405396,354.20001,.35420001,.2062,.0122,2,19.84807207151778,0
0,40,88,0,.6,18.200001,0,,,0,.0020000001,0,2,19.84807207151778,0
0,42,88,0,2,5.3333335,0,,,0,.0013333333,.00033333333,2,19.84807207151778,0
0,44,88,0,0,.33333334,0,,1.8,.0022,.0024000001,.00080000004,1,17.26230090775156,0
0,47,88,0,0,,0,,0,0,.00060000003,0,1,17.26230090775156,0
0,47,88,0,0,,0,,0,0,.00080000004,0,2,19.84807207151778,0
0,48,88,0,4.6,16.799999,0,,302.20001,.3026,.0098000001,.00020000001,1,17.26230090775156,0
0,48,88,0,4.4,18.6,.1034098135877971,1.461284050452796,373.79999,.37379998,.0112,.00060000003,2,19.84807207151778,0
0,49,88,0,1,4.4000001,0,,17.6,.1138,0,0,1,17.26230090775156,0
0,49,88,0,1,3.4000001,.0102169739330939,.5104476563300959,59.799999,.081199996,.00080000004,0,2,19.84807207151778,0
0,50,88,0,0,4.1999998,0,,,0,0,0,1,17.26230090775156,0
0,50,88,0,0,3,0,,231.5,.2315,0,0,2,19.84807207151778,0
0,51,88,0,4.2,56.599998,0,,,0,.045599997,.0024000001,1,17.26230090775156,0
0,51,88,0,2.2,35.799999,0,,119.6,.1196,.054599997,.0071999999,2,19.84807207151778,0
0,52,88,0,1,7,0,,,0,0,0,1,17.26230090775156,0
0,52,88,0,1.333333333333333,2.6666667,.1024505723048201,.5378740894077961,,0,0,0,2,19.84807207151778,0
0,54,88,0,0,,0,,1931,1.931,.047499999,.0080000004,2,19.84807207151778,0
0,55,88,0,0,0,0,,1178.8,1.1788001,0,0,1,17.26230090775156,0
0,55,88,0,0,,0,,1526.3334,1.5263333,0,0,2,19.84807207151778,0
0,56,88,0,9.800000000000001,32.400002,0,,98,.097999997,.0272,.0035999999,1,17.26230090775156,0
0,56,88,0,8,42.400002,.7127837124921964,3.352986902410413,21.4,.021399999,.11480001,.0099999998,2,19.84807207151778,0
0,3,89,0,1.2,1.8,.0011441647594759,.377814792464894,181.8,.18180001,0,.0014,1,7.964722248677315,0
0,3,89,0,1,3.5,0,.2347484533398385,117.6,.1176,0,.00060000003,2,11.14816044898072,0
0,5,89,0,4,8.3999996,.0066702776766511,1.237064869655925,301.20001,.3188,.00020000001,.00040000002,1,7.964722248677315,0
0,5,89,0,4,9.1999998,.0314055000192027,1.076334385741346,302.79999,.3028,.0014,.00020000001,2,11.14816044898072,0
0,10,89,0,4,6.3333335,.007567567567,.844324324261,244.2,.24419999,.00020000001,0,1,7.964722248677315,0
0,10,89,0,4,8.5,.0468080446682951,.8256983828662278,253,.25299999,.0105,.001,2,11.14816044898072,0
0,13,89,0,6.4,46.400002,.7965244474795978,3.155892545355747,180.2,.1802,.61680001,.0548,1,7.964722248677315,0
0,13,89,0,8,66.599998,1.227697632300771,3.326928145307877,237.60001,.2376,1.4596,.067199998,2,11.14816044898072,0
0,15,89,0,16.4,102.2,4.413135169705392,8.176498126281865,688,.6882,.029200001,.0035999999,1,7.964722248677315,0
0,15,89,0,16.6,147,6.214044162770804,7.929961203595127,498.79999,.49879998,.048999999,.0038000001,2,11.14816044898072,0
0,17,89,0,6.2,26.200001,.6907151280795003,2.253538504336403,655.20001,.6552,.00080000004,.001,1,7.964722248677315,0
