Reputation,LuFid,EinheitlicheID,Exz_gefoerdert_FJ,Profs,Mitarbeiter,Drittmitteleinnahmen,Grundmittel,DiplBaMa,StudierendeGesamt,Zitationen,Publikationen,DM_DFG_Mittel,FoerderungPhase1
0,32,112,0,12,19,.2932057377760301,1.858116534110946,267.39999,.4664,.155,.019399999,6.166266607325809,0
0,33,112,0,3.2,11,.7907865186931279,1.217665087375582,,0,0,0,6.166266607325809,0
0,34,112,0,4.6,3,.0139706176390012,1.174466235669194,84,.1382,.00040000002,.00020000001,6.166266607325809,0
0,36,112,0,2.2,1.6,0,.3208108791692421,31.200001,.033400003,.0074,.0027999999,6.166266607325809,0
0,37,112,0,10.8,45.400002,1.257610876513227,4.656655468890688,133.2,.14739999,1.7466,.064599998,6.166266607325809,0
0,38,112,0,4,4.1999998,0,,131.60001,.13160001,.0296,.0022,6.166266607325809,0
0,39,112,0,8.800000000000001,33.599998,.6229924710393749,2.607328515983958,517,.51700002,.2852,.023600001,6.166266607325809,0
0,41,112,0,0,2,0,,84.800003,.084800005,0,0,6.166266607325809,0
0,42,112,0,17.8,62.599998,.4518337915526264,5.514265728905943,1511.2,1.5112,.0038000001,0,6.166266607325809,0
0,44,112,0,6.4,6.5999999,.0819607410396632,1.074426511580673,173.8,.23019999,.0054000001,.00060000003,6.166266607325809,0
0,48,112,0,6,13.4,.4569427167963659,2.152242942203778,590.59998,.59059995,.0166,.0014,6.166266607325809,0
0,49,112,0,4.8,8,.2372395829237559,.5990591036576386,33.200001,.081800006,.001,0,6.166266607325809,0
0,50,112,0,8.6,28.4,.8685660662750631,2.937130372362744,332,.33199999,0,0,6.166266607325809,0
0,52,112,0,1.5,8.5,0,,61.799999,.061799999,0,0,6.166266607325809,0
0,53,112,0,0,,0,,56.599998,.056599997,.0104,.0020000001,6.166266607325809,0
0,56,112,0,16.4,46.799999,.3901419866094201,4.163123865812886,1019,1.0190001,.1762,.0083999997,6.166266607325809,0
0,3,113,0,3.2,4.8000002,.0417930173115908,.0051718526938539,138.8,.13880001,.001,.00060000003,9.539200800222892,0
0,5,113,0,6.2,18.799999,.0178154471922845,2.00908612498029,160.2,.93040001,.003,.0020000001,9.539200800222892,0
0,10,113,0,0,1,0,.0055591255330302,281,.28099999,.001,0,9.539200800222892,0
0,11,113,0,0,,0,.7264194985646818,,0,0,0,9.539200800222892,0
0,12,113,0,0,1,0,,,0,.1965,.0085000005,9.539200800222892,0
0,13,113,0,12.8,50.799999,2.687443703649276,6.492619127635471,187.2,.257,1.7631999,.056599997,9.539200800222892,0
0,14,113,0,0,,.0227616116709804,.0055960108174169,,0,0,0,9.539200800222892,0
0,15,113,0,13.6,75.199997,3.24619064998596,7.942904081463693,313.20001,.31400001,.15519999,.0132,9.539200800222892,0
0,16,113,0,2,5.5999999,.2338968827104412,.8057376321102421,0,.077599995,.0166,.0052,9.539200800222892,0
0,17,113,0,9,16.4,.4159803376113876,3.003948788525932,106.8,.1718,.0035999999,.00040000002,9.539200800222892,0
0,18,113,0,3,1.6,.0001175318315059,.4343748578631667,0,.041999999,0,0,9.539200800222892,0
0,20,113,0,1,.60000002,.2766252148533639,.1866326701621876,12.4,.012399999,.00040000002,0,9.539200800222892,0
0,22,113,0,11.2,19.200001,.2630959954318917,3.386597119798575,310.20001,1.9164001,.003,.0020000001,9.539200800222892,0
0,23,113,0,6.6,11.8,.0822040526359903,1.379851302823833,79.599998,.35699999,.0020000001,.00060000003,9.539200800222892,0
0,24,113,0,3,1.2,.0020065984328521,.4911742873918299,17.4,.0396,.0071999999,.00080000004,9.539200800222892,0
0,25,113,0,20.6,92.599998,5.177895829823699,7.482144432096987,1843.6,1.886,.2,.0144,9.539200800222892,0
0,26,113,0,1,5.4000001,0,,15.4,.0154,0,0,9.539200800222892,0
0,27,113,0,4.4,5.8000002,.071225400153833,.7421078317427319,0,.094400004,0,0,9.539200800222892,0
0,28,113,0,0,,.0296742494990875,.0009347901490071,28.200001,.028200001,0,.00020000001,9.539200800222892,0
0,29,113,0,4.6,2.8,.0063538831806937,.47715718662961,2.8,.1362,0,0,9.539200800222892,0
0,31,113,0,13.2,136,8.783127909170693,10.34432100502656,1059.4,1.0798,.68979996,.042199999,9.539200800222892,0
0,32,113,0,19.4,42.799999,1.618249499271374,4.512150612933564,184.39999,1.2431999,.4384,.040400002,9.539200800222892,0
0,33,113,0,0,,0,.0629978400277371,0,.0024000001,0,0,9.539200800222892,0
0,34,113,0,6,10.8,.5476762835769269,1.277142958914746,201.8,.2352,.001,.00080000004,9.539200800222892,0
0,36,113,0,2.2,5.8000002,.0458992221885072,.5918346996984526,22,.065800004,.001,.00060000003,9.539200800222892,0
0,37,113,0,8.800000000000001,40.599998,1.370408650060738,5.311677048578383,110,.15339999,2.2176001,.071999997,9.539200800222892,0
0,38,113,0,0,.66666669,0,,,0,.0073333336,.00033333333,9.539200800222892,0
0,39,113,0,3,8.6000004,0,,,0,.0162,.0020000001,9.539200800222892,0
0,41,113,0,0,,0,,0,.0083999997,0,0,9.539200800222892,0
0,42,113,0,2,1,0,,,0,0,0,9.539200800222892,0
0,44,113,0,3.8,7.5999999,.0208781035521124,.9992892414029493,32.200001,.2588,.003,.0020000001,9.539200800222892,0
0,48,113,0,1.8,5.5999999,0,,0,0,.0027999999,.00040000002,9.539200800222892,0
0,49,113,0,4.4,24.4,.542183844242483,2.119474349755004,323,.583,.0046000001,0,9.539200800222892,0
0,50,113,0,6.333333333333333,14.666667,.3434482491052673,1.35651896251383,336.25,.359,0,0,9.539200800222892,0
0,53,113,0,0,,.0066597294474719,0,,0,0,0,9.539200800222892,0
0,54,113,0,0,,0,,1036.6666,1.0366666,.0053333333,0,9.539200800222892,0
0,55,113,0,0,,0,,866.5,.86650002,0,0,9.539200800222892,0
0,56,113,0,25.6,79,1.930088040722185,8.448677982683968,2202.3999,2.3736,.107,.014,9.539200800222892,0
0,1,114,0,0,,0,.2128965130317441,,0,0,0,.8877734431602445,0
0,3,114,0,1,1,0,.1924799280380794,101.6,.1016,.00020000001,0,.8877734431602445,0
0,5,114,0,3.6,7,.0121228054829046,.7412667008941264,18.200001,.704,.0024000001,.0014,.8877734431602445,0
0,7,114,0,2.4,6,.251771341856996,.2997524699038092,12.8,.012800001,.0024000001,.0014,.8877734431602445,0
0,10,114,0,1,2,0,.1087413541042104,495,.495,.00060000003,.00020000001,.8877734431602445,0
0,12,114,0,0,,0,.1165693097181054,1,.001,.0066666664,.001,.8877734431602445,0
0,13,114,0,0,,0,.1145881529545509,,0,.0023333333,0,.8877734431602445,0
0,14,114,0,0,,0,.0052122227583932,,0,0,0,.8877734431602445,0
0,17,114,0,4,16.799999,.1138153503008386,.9936406145897505,34.599998,.0396,.00020000001,0,.8877734431602445,0
0,18,114,0,1,0,0,.0432352681955094,,0,0,0,.8877734431602445,0
0,20,114,0,3,9.1999998,.0459060506553527,.8349244220180752,18.6,.32339999,.0020000001,.0012000001,.8877734431602445,0
0,21,114,0,0,,0,.024659251771978,,0,.0085000005,0,.8877734431602445,0
0,22,114,0,5,14,.1733341456801553,.9975333794312613,32.200001,.67359996,.0024000001,.0014,.8877734431602445,0
0,23,114,0,6,9.8000002,.0976940411590873,.8857695605793463,38.400002,.097599998,.001,.00040000002,.8877734431602445,0
0,25,114,0,9.199999999999999,63.400002,3.555023748658686,2.824658718492246,498.79999,.57879996,.1094,.0099999998,.8877734431602445,0
0,27,114,0,6.2,9.8000002,.0081986292106239,1.193431240438105,33.400002,.2016,0,0,.8877734431602445,0
0,28,114,0,0,0,0,.0224671685706699,442,.442,.00040000002,0,.8877734431602445,0
0,29,114,0,2,1.6,.0019980700486199,.4621761308448319,18.200001,.053799998,0,.00020000001,.8877734431602445,0
0,32,114,0,5.8,11.6,.2349803022515207,.8562493585881328,0,.131,.061999999,.0054000001,.8877734431602445,0
0,33,114,0,1.8,4.4000001,.0140247635126321,.0902933171445714,13.666667,.013666667,0,0,.8877734431602445,0
0,34,114,0,1.4,0,0,.1816412086482533,1.2,.0012000001,0,0,.8877734431602445,0
0,36,114,0,2,1.6,.0040805189943451,.2306147596737866,6.8000002,.0078000003,0,.00020000001,.8877734431602445,0
0,38,114,0,3.2,5,.0611844029976629,.6986589012763427,15.4,.0154,.0046000001,.0020000001,.8877734431602445,0
0,39,114,0,1.4,1.6,0,.283269293045345,0,0,.0012000001,0,.8877734431602445,0
0,41,114,0,1,1,0,.0059150700854091,472,.472,0,0,.8877734431602445,0
0,42,114,0,18,49,.4433659240735324,3.885281401716212,1597,1.597,.00060000003,.00020000001,.8877734431602445,0
0,43,114,0,0,0,0,,4.5,.0044999998,0,0,.8877734431602445,0
0,44,114,0,3.6,5,.0940196085639589,.6772094498201903,5.1999998,.018999999,.0024000001,.0014,.8877734431602445,0
0,45,114,0,1,3.2,.0210517869472264,.2334317313631671,0,0,.0024000001,.0014,.8877734431602445,0
0,46,114,0,0,,0,.0286420524344905,,0,0,0,.8877734431602445,0
0,47,114,0,0,,0,.0718831000022628,,0,0,0,.8877734431602445,0
0,48,114,0,2.6,4,.0010315310242687,.256932644360015,1.6,.093599997,.00060000003,.00060000003,.8877734431602445,0
0,49,114,0,0,3.3333333,.0110051976225685,.3451726698067417,0,.0165,.00060000003,0,.8877734431602445,0
0,50,114,0,2.8,6.8000002,.0468435062368749,.6684152737535273,1516.2,1.5161999,0,0,.8877734431602445,0
0,53,114,0,0,,0,.0116297156875743,354.79999,.35479999,.0027999999,.0014,.8877734431602445,0
0,56,114,0,16.4,64,.8039723134047806,4.698848740108287,1226.6,1.2359999,.065800004,.0058000004,.8877734431602445,0
0,3,115,0,11.2,52.599998,2.983607462263075,2.204802747840218,452.79999,.45279998,0,.00080000004,12.61243353618645,0
0,4,115,0,1.6,3.2,.0297747076529988,.262324821831971,30,.1106,.00020000001,0,12.61243353618645,0
0,5,115,0,6.8,16,.0976248507283013,1.487010682420378,506.20001,1.1001999,.049599998,.0108,12.61243353618645,0
0,7,115,0,0,,0,,160.2,.1602,.049599998,.0108,12.61243353618645,0
0,10,115,0,0,,0,.0015608740892512,,0,.001,0,12.61243353618645,0
0,12,115,0,18.4,161.2,8.398251477641432,7.205672566125394,537.20001,.74159998,2.609,.125,12.61243353618645,0
0,13,115,0,10.4,97.199997,4.18450380672581,3.136856246806362,381.39999,.45720002,2.2733998,.083800003,12.61243353618645,0
0,16,115,0,9.6,19,.4164553725305249,1.773085311042653,215,.215,.1176,.0061999997,12.61243353618645,0
0,17,115,0,11.6,65,.7148802899784666,3.793367586875543,414.79999,.41859999,.029200001,.003,12.61243353618645,0
0,20,115,0,8.4,37.400002,1.033016862106032,2.357251386349843,632.59998,.78840005,.062600002,.0034,12.61243353618645,0
0,21,115,0,10.2,65.400002,3.437045589151023,2.253994914389203,331.60001,.33160001,1.6084,.072400004,12.61243353618645,0
0,22,115,0,8.800000000000001,28.4,.2368201084113083,2.016843824994206,757.79999,1.4066,.049599998,.0108,12.61243353618645,0
0,23,115,0,9.6,26.4,.7232242229606818,1.903410078254525,571.20001,.94459999,.0083999997,.0032000002,12.61243353618645,0
0,25,115,0,8,31.799999,1.13879603422239,2.358148219983845,991.59998,1.0378001,.2176,.0152,12.61243353618645,0
0,26,115,0,1,7.4000001,.1011487536837383,.6862851642691787,.2,.1962,0,0,12.61243353618645,0
0,28,115,0,0,,0,,220.2,.2202,.0018,.00040000002,12.61243353618645,0
